Name,ShowTempAttackEffect,TID,TrackTarget,EvaluateTargetConstantly,OnlyUseInSpecialSituation,Facing,RotationSpeed,Type,ShowCastingBar,Animation,SelfCastAnimation,CooldownMs,StartCooldownMs,ChargeCount,IsConsumable,PreSlowdown,Slowdown,PostSlowdown,PreSlowdownTimeMs,SlowdownTimeMs,PostSlowdownTimeMs,Damage,Healing,AttackTimeMs,DamageTimeMs,PostAttackTimeMs,MinipushbackDistance,MinipushbackSpeed,AttackRange,AttackRangeExtra,AttackRange2,AttackRange3,ChargeSpeed,ChargeDamageRadiusAdd,InterruptCharge,ChargeThroughWalls,Carry,StunSelfDurationMs,AreaEffect,ExtraSummonForFirstCombo,SummonedCharacter,SummonedCount,SummonedMaxCount,SummonRandomRange,SummonedCharacter2,SummonedCount2,SummonedMaxCount2,SummonRandomRange2,SummonedCharacter3,SummonedCount3,SummonedMaxCount3,SummonRandomRange3,Projectile,ProjectileCount,ChanneledAttackCount,TimeBetweenChanneledAttacksMs,ChanneledAttackSecond,ChanneledAttackThird,ChanneledAttackFourth,ChanneledAttackFifth,ChanneledAttackSixth,ChanneledAttackSeventh,ChanneledAttackEight,ExecuteAsChanneledAttackOnlyIfEnemiesInRange,ExecuteAsChanneledAttackOnlyIfSummonPossible,InterruptChanneledSkillWhenTargetInRangeForNextChanneledSkill,AttackAngle,UseMultiLineWarningArea,RandomAttackAngle,RandomAttackRange,MinAttackRange,Targeting,TargetingMinimumDistance,PushbackDistance,PushbackSpeed,PushbackGravity,PushbackOffsetRotation,StunDurationMs,StunDurationMsStrong,StunDurationMsBoss,ChanceToStunStrong,ChanceToStunBoss,IsBigAttack,BotShouldDodge,LinkedSkill,IncreasingComboSkill,HitsToCombo,UseComboAfterDamage,InstantSkillAfterUse,InstantSkillOnlyIfTargetsHit,InstantSkillBuffPerTargetsHit,ImmuneDuringSkill,AreaDamageMelee,PoisonSpreadRadius,ExtraAreaEffectDamage,IncreasingComboAttackSpeedBuffPermille,SummonMaxRangeTilesFromSpawn,UseAttackDuringChargeOrJump,IsAttackDuringChargeOrJumpRandomAttack,JumpAndTeleportMinDistTiles,JumpAndTeleportMaxDistTiles,VaultAggro,ChargeTickRateMs,UpdateVisualRotationDuringChanneling,FlipVisualRotationDuringJump,IsWormTeleport,ChargeDamageAreaOffsetTiles,IncreasingComboDecreaseTimerFull,JumpCurve,IncreasingComboDecreaseTimer,EscapeStun,BuffType,BuffValue,BuffValue2,BuffValue3,BuffTimeMs,IgnoreOtherSkillsDuringBuff,DamageIncreasePercentFromBehind,BuffTarget,StartAttackEffect1,StartAttackEffect2,StartAttackEffect3,StartAttackEffect4,DamageEffect,LoopingEffect,SpecialEffect,DestinationEffect,BuffEndEffect,DeathEffectForWeakEnemy,AttackEffectOffset,AttackEffectSideOffset,TargetHitEffect,ShieldedHitEffect,SequencedAttackAnim,StartCooldownOnZero,HealingBuffPercentBelow20,SkillOffset,SkillOffsetRotation,InheritHealthOnTransform,CooldownReductionMsOnHit,CanUseWhileMounted,RotationMultiplier,SelfMinipushbackDistance,SelfMinipushbackSpeed,SelfMinipushbackRotationOffset,WaitForSummonsToDie,SpeedBuffPermille,ForcePlayEachChanneledAttackAsASeparateAnimation,DashTowardsClosestEnemy,RicochetCharge,SlowdownChargePercent
DragonlingBossHardChargeEnd,,,,,,,,Charge,,Skill 13,,10000,,,,10000,10000,10000,,,,640,,800,700,800,120,800,1080,,,,1200,120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FurthestTarget,,300,800,,,1500,,,,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,fx/effect/dragonling_dungeon_boss_skl4,,,,,,200,,fx/effect/ps_mother_jumper_hit_01,,,,,,,,,,,,,,,,,,,
DragonlingBossHardPushback,,,,,,155,,Pushback,,Skill 7,,12000,,,,10000,10000,10000,,,,320,,1200,1200,,120,800,500,,,,,200,,,,,,,,,,,,,,,,,,,,,4,,DragonlingBossHardPushbackCombo,DragonlingBossHardPushbackCombo2,DragonlingBossHardPushbackCombo3,,,,,,,,,,,,,,,350,1000,,,900,,,,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fx/effect/ps_motherjumper_windpush_01,,,,,,,,fx/effect/ps_dragonling_impact_directional_big_01,,,,,,,,,,,,,,,,,,,
DragonlingBossHardPushbackCombo,,,,,,155,,Pushback,,Skill 8,,12000,,,,10000,10000,10000,,,,320,,600,600,,120,800,1000,,,,,350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,350,1000,,,900,,,,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fx/effect/ps_motherjumper_windpush_02,,,,,,,,fx/effect/ps_dragonling_impact_directional_big_01,,,,,,,,,,,,,,,,,,,
DragonlingBossHardPushbackCombo2,,,,,,155,,Pushback,,Skill 9,,12000,,,,10000,10000,10000,,,,320,,600,600,,120,800,1000,,,,,500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,350,1000,,,900,,,,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fx/effect/ps_motherjumper_windpush_03,,,,,,,,fx/effect/ps_dragonling_impact_directional_big_01,,,,,,,,,,,,,,,,,,,
DragonlingBossHardPushbackCombo3,,,,,,155,,Pushback,,Skill 10,,12000,,,,10000,10000,10000,,,,320,,2000,600,,120,800,1000,,,,,650,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,350,1000,,,900,,,,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fx/effect/ps_motherjumper_windpush_04,,,,,,,,fx/effect/ps_dragonling_impact_directional_big_01,,,,,,,,,,,,,,,,,,,
DragonlingBossHardChargeHard,,,,,,,,Charge,,Skill 2,,10000,,,,10000,10000,10000,,,,640,,1000,900,833,120,800,1100,,,,1200,120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RandomTarget,,300,800,,,1500,,,,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,fx/effect/dragonling_dungeon_boss_skl4,,,,,,200,,fx/effect/ps_dragonling_impact_directional_big_01,,,,,,,,,,,,,,,,,,,
DragonlingBossHardJump,,,,,,,,Jump,,Skill 3,,5000,,,,10000,10000,10000,,,,480,,1133,500,1100,120,800,500,,,,400,160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RandomTarget,,100,700,,,1200,,,,,TRUE,TRUE,,,,,,,,,,,,,,,,2,,,,TRUE,,,,,2,,,,,,,,,,,,,,,,,,,,,,,fx/effect/ps_mother_jumper_hit_01,,,,,,,,,,,,,,,,,,,
DragonlingBossHardJump2,,,,,,,,Jump,,Skill 4,,6000,,,,10000,10000,10000,,,,480,,1133,500,200,120,800,500,,,,400,160,,,,,,,,,,,,,,,,,,,,,3,,DragonlingBossHardJumpQuick,DragonlingBossHardJumpEnd,,,,,,,,,,,,,,RandomTarget,,100,700,,,1200,,,,,TRUE,TRUE,,,,,,,,,,,,,,,,2,,,,TRUE,,,,,2,,,,,,,,,,,,,,,,,,,,,,,fx/effect/ps_mother_jumper_hit_01,,,,,,,,,,,,,,,,,,,
DragonlingBossHardJump3,,,,,,,,Jump,,Skill 4,,8000,,,,10000,10000,10000,,,,480,,1133,500,200,120,800,500,,,,400,160,,,,,,,,,,,,,,,,,,,,,5,,DragonlingBossHardJumpQuick,DragonlingBossHardJumpQuick,DragonlingBossHardJumpQuick,DragonlingBossHardJumpEnd,,,,,,,,,,,,RandomTarget,,100,700,,,1200,,,,,TRUE,TRUE,,,,,,,,,,,,,,,,2,,,,TRUE,,,,,2,,,,,,,,,,,,,,,,,,,,,,,fx/effect/ps_mother_jumper_hit_01,,,,,,,,,,,,,,,,,,,
DragonlingBossHardJumpQuick,,,,,,,,Jump,,Skill 5,,5000,,,,10000,10000,10000,,,,480,,800,177,200,120,800,500,,,,400,160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FurthestTarget,,100,700,,,1200,,,,,TRUE,TRUE,,,,,,,,,,,,,,,,2,,,,TRUE,,,,,2,,,,,,,,,,,,,,,,,,,,,,,fx/effect/ps_mother_jumper_hit_01,,,,,,,,,,,,,,,,,,,
DragonlingBossHardJumpEnd,,,,,,,,Jump,,Skill 6,,5000,,,,10000,10000,10000,,,,480,,800,177,1100,120,800,500,,,,400,160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FurthestTarget,,100,700,,,1200,,,,,TRUE,TRUE,,,,,,,,,,,,,,,,2,,,,TRUE,,,,,2,,,,,,,,,,,,,,,,,,,,,,,fx/effect/ps_mother_jumper_hit_01,,,,,,,,,,,,,,,,,,,
DragonlingBossHardJumpHard,,,,,,,,Jump,,Skill 3,,5000,,,,10000,10000,10000,,,,480,,1133,500,1100,120,800,500,,,,400,160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RandomTarget,,100,700,,,1200,,,,,TRUE,TRUE,,,,,,,,,,,,,,,,2,,,,TRUE,,,,,2,,,,,,,,,,,,,,,,,,,,,,,fx/effect/ps_mother_jumper_hit_01,,,,,,,,,,,,,,,,,,,
DragonlingBossHardFlyGrenades,,,,,,,,Jump,,Skill 2,,5000,,,,10000,10000,10000,,,,480,,4500,1500,1100,,,1500,,,,400,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RandomTarget,,100,700,,,1200,,,,,TRUE,TRUE,,,,,DragonlingBossHardGrenades,,,,,,,,,,,15,,,,TRUE,,,,,2,,,,,,,,,,,,,,,,,fx/effect/goblin_jump_hit,,,,,,fx/effect/ps_mother_jumper_hit_01,,,,,,,,,,,,,,,,,,,
DragonlingBossHardFlyGrenadesHard,,,,,,,,Jump,,Skill 2,,5000,,,,10000,10000,10000,,,,480,,4500,1500,1100,,,1500,,,,400,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RandomTarget,,100,700,,,1200,,,,,TRUE,TRUE,,,,,DragonlingBossHardGrenadesHard,,,,,,,,,,,15,,,,TRUE,,,,,2,,,,,,,,,,,,,,,,,fx/effect/goblin_jump_hit,,,,,,fx/effect/ps_mother_jumper_hit_01,,,,,,,,,,,,,,,,,,,
DragonlingBossHardMeleeWeapon,,,,,,,,Attack,,Skill 1,,,,,,10000,10000,10000,,,,400,,1200,300,,15,420,350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,,fx/effect/ps_mother_jumper_hit_01,,,,,,,,,,,,,,,,,,,
DragonlingBossHardMeleeWeaponHard,,,,,,,,Attack,,Skill 1,,,,,,10000,10000,10000,,,,320,,1200,300,,15,420,350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,,fx/effect/ps_mother_jumper_hit_01,,,,,,,,,,,,,,,,,,,
DragonlingBossHardSwipe,,,,,,,,Attack,,Skill 1,,8000,,,,10000,10000,10000,,,,48,,1800,1000,,,,900,,,,,,,,,,,,,,,,,,,,,,,,DragonlingBossHardProjectile,12,12,50,,,,,,,,,,,75,,,,,RandomTargetPickOnce,,,,,,,,,,,TRUE,TRUE,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,Poison,1000,,50,2000,,,,,,,,,,,,,,120,,fx/effect/ps_mother_jumper_hit_01,,,,,,,,,,,,,,,,,,,
DragonlingBossHardSwipeHard,,,,,,,,Attack,,Skill 1,,8000,,,,10000,10000,10000,,,,400,,1800,1000,,,,900,,,,,,,,,,,,,,,,,,,,,,,,DragonlingBossHardProjectile,12,12,50,,,,,,,,,,,75,,,,,RandomTargetPickOnce,,,,,,,,,,,TRUE,TRUE,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,Poison,1000,,50,2000,,,,,,,,,,,,,,120,,fx/effect/ps_mother_jumper_hit_01,,,,,,,,,,,,,,,,,,,
DragonlingBossHardGrenades,,,,,,,,Attack,,Skill 1,,,,,,,,,,,,200,,,,,,,600,,,,,,,,,,,,,,,,,,,,,,,,DragonlingBossHardGrenade,1,,100,,,,,,,,,,,20,,,300,200,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DragonlingBossHardGrenadesHard,,,,,,,,Attack,,Skill 1,,,,,,,,,,,,200,,,,,,,600,,,,,,,,,,,,,,,,,,,,,,,,DragonlingBossHardGrenade,1,,100,,,,,,,,,,,20,,,300,200,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DragonlingBossMediumAggro,,,,,,,,Aggro,,Skill 2,,100,,,,10000,10000,10000,,,,,,2000,2000,,,,1600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fx/effect/berserker_skl03_aggro,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,
DragonlingBossMediumAggro2,,,,,,,,Aggro,,Skill 2,,15000,,,,10000,10000,10000,,,,,,2000,2000,,,,2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fx/effect/berserker_skl03_aggro,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,
DragonlingBossMediumAxeThrow,,,,,,,,Attack,,Skill 3,,5000,,,,10000,10000,10000,,,,640,,2166,600,,,,800,,,,,,,,,,,,,,,,,,,,,,,,BerserkerAxeProj,1,,,,,,,,,,,,,,,,,,RandomTarget,,,,,,2000,,,,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fx/effect/ps_berserker_axe_throw_start_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DragonlingBossMediumAxeThrowHard,,,,,,,,Attack,,Skill 3,,5000,,,,10000,10000,10000,,,,640,,2166,600,,,,800,,,,,,,,,,,,,,,,,,,,,,,,BerserkerAxeProj,1,,,,,,,,,,,,,,,,,,RandomTarget,,,,,,2000,,,,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fx/effect/ps_berserker_axe_throw_start_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DragonlingBossMediumAxeThrowElite,,,,,,,,Attack,,Skill 3,,5000,,,,10000,10000,10000,,,,640,,2166,600,,,,800,,,,,,,,,,,,,,,,,,,,,,,,BerserkerAxeProj,1,,,,,,,,,,,,,,,,,,RandomTarget,,,,,,2000,,,,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fx/effect/ps_berserker_axe_throw_start_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DragonlingBossMediumMeleeWeapon,,,TRUE,,,,,Attack,,Skill 1,,,,,,10000,10000,10000,,,,360,,1166,300,,15,420,300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,,fx/effect/ps_hit_dragonling_medium_01,,,,,,,,,,,,,,,,,,,
DragonlingBossMediumMeleeWeaponHard,,,TRUE,,,,,Attack,,Skill 1,,,,,,10000,10000,10000,,,,320,,1166,300,,15,420,300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,,fx/effect/ps_hit_dragonling_medium_01,,,,,,,,,,,,,,,,,,,
DragonlingBossMediumMeleeWeaponElite,,,TRUE,,,,,Attack,,Skill 1,,,,,,10000,10000,10000,,,,320,,1166,300,,15,420,300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,,fx/effect/ps_hit_dragonling_medium_01,,,,,,,,,,,,,,,,,,,
DragonlingBossMediumRapidFire,,,,,,,,Attack,,Skill 1,,12000,,,,10000,10000,10000,,,,120,,1000,1000,1900,15,420,400,,,,,,,,,,,,,,,,,,,,,,,,BerserkerArrow,7,10,150,,,,,,,,,,,120,,,,,RandomTargetPickOnce,,,,,,,,,,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,,fx/effect/berserker_skl01_hit,,,,,,,,,,,,,,,,,,,
DragonlingBossMediumRapidFireHard,,,,,,,,Attack,,Skill 1,,12000,,,,10000,10000,10000,,,,120,,1000,1000,1900,15,420,400,,,,,,,,,,,,,,,,,,,,,,,,BerserkerArrow,7,10,150,,,,,,,,,,,120,,,,,RandomTargetPickOnce,,,,,,,,,,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,,fx/effect/berserker_skl01_hit,,,,,,,,,,,,,,,,,,,
DragonlingBossMediumRapidFireElite,,,,,,,,Attack,,Skill 1,,12000,,,,10000,10000,10000,,,,120,,1000,1000,1900,15,420,400,,,,,,,,,,,,,,,,,,,,,,,,BerserkerArrow,7,10,150,,,,,,,,,,,120,,,,,RandomTargetPickOnce,,,,,,,,,,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,,fx/effect/berserker_skl01_hit,,,,,,,,,,,,,,,,,,,
DragonlingBossHardMegaJump,,,,,,200,,Teleport,,Skill 14,,15000,,,,10000,10000,10000,,,,,,2000,1500,,,,,1000,,,,,,,,,,,,,,,,,,,,,,,,,2,,DragonlingBossHardMegaJumpEnd,,,,,,,,,,,,,,,RandomTarget,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DragonlingBossHardMegaJumpEnd,,,,,,,,Jump,,Skill 15,,1500,,,,10000,10000,10000,,,,800,,1800,50,1500,120,800,1000,1000,,,400,600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RandomTarget,,100,700,,,1200,,,,,TRUE,TRUE,,,,,,,,,,,,,,,,2,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,fx/effect/ps_mother_jumper_hit_01,,,,,,,,,,,,,,,,,,,
DragonlingBossMediumSpin,,,,,,180,125,Charge,,Skill 4,,20000,,,,10000,10000,10000,,,,80,,1000,1000,1600,15,420,2000,,,,400,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fx/effect/berserker_skl01_hit,,,,,,,,,,,,,,,,,,,
DragonlingBossMediumSpin2,,,,,,180,125,Charge,,Skill 4,,4000,,,,10000,10000,10000,,,,80,,1000,1000,1600,15,420,2000,,,,400,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fx/effect/berserker_skl01_hit,,,,,,,,,,,,,,,,,,,
DragonlingBossMediumSpinHard,,,,,,180,125,Charge,,Skill 4,,20000,,,,10000,10000,10000,,,,64,,1000,1000,1600,15,420,2000,,,,400,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fx/effect/berserker_skl01_hit,,,,,,,,,,,,,,,,,,,
DragonlingBossMediumSpinElite,,,,,,180,125,Charge,,Skill 4,,20000,,,,10000,10000,10000,,,,64,,1000,1000,1600,15,420,2000,,,,400,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fx/effect/berserker_skl01_hit,,,,,,,,,,,,,,,,,,,
DragonlingBossMediumAttackSpeedBuff,,,,,,180,,Buff,,Skill 2,,100,,,,10000,10000,10000,,,,,,2000,2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AttackAndMovementAndCastingSpeed,500,50,500,1800000,,,,fx/effect/berserker_skl03_aggro,,,,,fx/effect/beetle_buffer_buff,,,,,,,,,,,,,,,,,,,,,,,,,,
DragonlingDungeonBoss2Dash,,,,,,,,Charge,,Skill 1,,8000,,,,10000,10000,10000,,,,480,,700,700,833,,,600,,,,4000,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RandomTarget,,300,800,,,800,,,,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fx/effect/ps_windslayer_pierce_01,,,,,,,,,,200,,fx/effect/ps_windslayer_hit_02,,,,,,,,,,,,,,,,,,,
DragonlingDungeonBoss2TripleDash,,,,,,,,Charge,,Skill 9,,16000,,,,10000,10000,10000,,,,240,,700,700,450,,,500,,,,8000,40,,,,,,,,,,,,,,,,,,,,,3,,DragonlingDungeonBoss2TripleDash2,DragonlingDungeonBoss2TripleDash3,,,,,,,,,,,,,,RandomTarget,,300,800,,,,,,,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fx/effect/ps_windslayer_pierce_01,,,,,,,,,,200,,fx/effect/ps_windslayer_hit_02,,,,,,,,,,,,,,,,,,,
DragonlingDungeonBoss2TripleDash2,,,,,,,,Charge,,Skill 9,,,,,,10000,10000,10000,,,,240,,700,700,450,,,500,,,,8000,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RandomTarget,,300,800,,,,,,,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fx/effect/ps_windslayer_pierce_01,,,,,,,,,,200,,fx/effect/ps_windslayer_hit_02,,,,,,,,,,,,,,,,,,,
DragonlingDungeonBoss2TripleDash3,,,,,,,,Charge,,Skill 10,,,,,,10000,10000,10000,,,,240,,700,700,900,,,500,,,,8000,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RandomTarget,,300,800,,,,,,,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fx/effect/ps_windslayer_pierce_01,,,,,,,,,,200,,fx/effect/ps_windslayer_hit_02,,,,,,,,,,,,,,,,,,,
DragonlingDungeonBoss2MeleeWeapon,,,TRUE,,,,,Attack,,Skill 1,,,,,,10000,10000,10000,,,,200,,300,300,400,15,420,350,,,,,,,,,,,,,,,,,,,,,,,,,,2,400,,,,,,,,,,,120,,,,,,,,,,,,,,,,,,DragonlingDungeonBoss2MeleeWeaponCombo,,3,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120,,fx/effect/ps_windslayer_hit_01,,TRUE,,,,,,,,,,,,,,,,,
DragonlingDungeonBoss2MeleeWeaponCombo,,,,,,,,Attack,,Skill 11,,,,,,10000,10000,10000,,,,480,,1600,800,,45,800,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120,,,,,,,300,800,,,800,,,,,TRUE,TRUE,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,fx/effect/ps_windslayer_long_slash_01,,,,,,,,,,100,,fx/effect/ps_hit_dragonling_big_01,,,,,,,,,,,,,,,,,,,
DragonlingDungeonBoss2RangedAttack,,,,,,,,Attack,,Skill 3,,8000,,,,10000,10000,10000,,,,400,,1066,700,530,,,800,,,,,,,,,,,,,,,,,,,,,,,,DragonlingDungeonBoss2Proj,1,3,550,,,,,,,,,,,,,,,,RandomTarget,,,,,,500,,,,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,200,,,,,,,,,,,,,,,,,,,,,
DragonlingDungeonBoss2RangedAttack2,,,,,,180,,Attack,,Skill 7,,100,,,,10000,10000,10000,,,,400,,1350,1350,,,,550,,,,,,,,,,,,,,,,,,,,,,,,DragonlingDungeonBoss2Proj,,,,,,,,,,,,,,360,,,,,RandomTarget,,,,,,500,,,,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200,,,,,,,,,,,,,,,,,,,,,
DragonlingDungeonBoss2RangedAttack3,,,,,,,,Attack,,Skill 8,,8000,,,,10000,10000,10000,,,,400,,,,800,,,500,,,,,,,,,,,,,,,,,,,,,,,,DragonlingDungeonBoss2Proj2,16,3,500,,,,,,,,,,,360,,,,,RandomTarget,,,,,,500,,,,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,200,,,,,,,,,,,,,,,,,,,,,
DragonlingDungeonBoss2Spear,,,,,,,110,Charge,,Skill 7,,5000,,,,10000,10000,10000,,,,1,,600,600,1000,,,1550,,,,700,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200,700,,,1000,,,,,,,,,,,DragonlingDungeonBoss2SpearTrail,,,,,,,,,,,,,,50,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,fx/effect/ps_windslayer_hit_01,,,,,,,,,,,,,,,,,,,
DragonlingDungeonBoss2SpearTrail,,,,,,,,Attack,,Skill 1,,,,,,,,,,,,360,,,,,,,,,,,,,,,,,WindSlayerSmokeScreen,,,,,,,,,,,,,,SummonProjectile,1,,200,,,,,,,,,,,40,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DragonlingDungeonBoss2Teleport,,,,,,180,,Attack,,Skill 2,,12000,,,,10000,10000,10000,,,,1,,600,600,,,,,3000,,,,,,,,,,,,,,,,,,,,,,,SmokeGrenade,1,3,,DragonlingDungeonBoss2TeleportReposition,DragonlingDungeonBoss2ClusterShot,,,,,,,,,,,,,,NoTarget,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DragonlingDungeonBoss2Teleport2,,,TRUE,,,180,,Attack,,Skill 2,,10000,,,,10000,10000,10000,,,,1,,600,600,,,,,3000,,,,,,,,,,,,,,,,,,,,,,,SmokeGrenade,1,3,,DragonlingDungeonBoss2TeleportReposition,DragonlingDungeonBoss2ClusterShot,,,,,,,,,,,,,,NoTarget,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
