Name,OrderNumber,Disabled,ParagonSeason,VisibleOnlyInMatchingSeason,DungeonSet,DifficultyTrack,MonsterDifficulty,SceneType,TimeInSeconds,DungeonNeedToKillAllMonsters,DefendFriendliesTID,XpLevelReg,ParagonLevelReg,EstimatedXpLevelReg,PvpXpLevelCap,GearScore,TID,Music,AmbientSound,SceneJSON,DefaultEnvironmentalEffect,IconAsset,WorldType,PlayerCount,RespawnSeconds,DungeonDrop,DungeonDropMultiplier,AmbushType,SummonEliteChanceNormal,SummonEliteChanceStrong,SummonEliteChanceBoss,AverageBotXPLevelNormal,AverageBotGearLevelNormal,BotPowerGemLevelForOfflineDungeon,AverageBotXPLevelHard,AverageBotGearLevelHard,AverageBotXPLevelVeryHard,AverageBotGearLevelVeryHard,BotBoost,SummonCanBeElite,BluePrintPointsFromNormal,BluePrintPointsFromStrong,BluePrintPointsFromBoss,BluePrintPointsForFirstDrop,BluePrintPointsForSecondDrop,BluePrintPointsForThirdDrop,BluePrintPointsForFourthDrop,DungeonAndQuestAndPvpCompletedLootProfile,BossHealthBoostPercent,PvpEnemy1,PvpEnemy1Points,PvpEnemy2,PvpEnemy2Points,PvpEnemy3,PvpEnemy3Points,PvpEnemy4,PvpEnemy4Points,PvpEnemy5,PvpEnemy5Points,PvpEnemy6,PvpEnemy6Points,PvpEnemy7,PvpEnemy7Points,PvpEnemy8,PvpEnemy8Points,SkinDrop,RandomEventLevel,RandomEvent1,RandomEvent1Chance,RandomEvent2,RandomEvent2Chance,RandomEvent3,RandomEvent3Chance,RandomEvent4,RandomEvent4Chance,RandomEvent5,RandomEvent5Chance,RandomEvent6,RandomEvent6Chance,SmallEnemyDamageAndHealingIncreasePercent,SmallEnemyHealthIncreasePercent,SmallEnemyLootIncreasePercent,LargeEnemyDamageAndHealingIncreasePercent,LargeEnemyHealthIncreasePercent,LargeEnemyLootIncreasePercent,BossEnemyDamageAndHealingIncreasePercent,BossEnemyHealthIncreasePercent,BossEnemyLootIncreasePercent,FriendlyDamageAndHealingIncreasePercent,FriendlyHealthIncreasePercent,Modifier1,Modifier1Number,Modifier2,Modifier2Number,AreaEffect,AreaEffectChancePermilleEveryTenthOfASecond,AreaEffectRandomDistanceFromPlayer,AreaEffectMinimumDistanceFromPlayer,AreaEffectDamagesEnemies,AreaEffectActiveTimeMs,AreaEffectDownTimeMs,AreaEffectMinimumDistanceToEachOther
W02_DG13,999,TRUE,99,,,,,Dungeon,300,,,,,52,,12600,TID_W02_DG13,DungeonDarkBigPapa,SpookyForestRamparts,scene/beetle_raid1.json,,sc/ui.sc#mapbg_w01_oa01,Beetle,4,15,,,1,,,,525,525,,,,,,,,100,500,10000,,,,,,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
W01_DG10,999,TRUE,99,,,,,Dungeon,300,,,,,53,,13200,TID_W01_DG10,DungeonLight,OvergrownRuins,scene/w01_dg10.json,,sc/ui.sc#mapbg_w01_dg10,Dragonling,4,15,,,,,,,530,530,,,,,,,,100,500,10000,,,,,,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
W01_ARENA2,999,TRUE,99,,,,,Arena,300,,,,,54,,13900,TID_W01_ARENA2,ArenaDungeon01B,AmbDungeon01,scene/world02_arena01.json,,sc/ui.sc#mapbg_w01_oa01,Beetle,4,15,,,,,,,540,540,,,,,,,,100,500,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
W02_DG05,999,TRUE,99,,,,,Dungeon,300,,,,,55,,14500,TID_W02_DG05,DungeonDark,SewersExotic,scene/sewer_split_paths.json,,sc/ui.sc#mapbg_w02_dg05,Beetle,4,15,,,1,,,,550,550,,,,,,,,100,500,10000,,,,,,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
W01_DG11,999,TRUE,99,,,,,Dungeon,300,,,,,55,,14500,TID_W01_DG11,DungeonDragonlingDragonCity,AmbDungeon01,scene/w01_dg11.json,,sc/ui.sc#mapbg_w01_dg11,Dragonling,4,15,,,,,,,555,555,,,,,,,,100,500,10000,,,,,,350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
W02_DG12,999,TRUE,99,,,,,Dungeon,300,,,,,56,,15300,TID_MAP_BEETLE_RAID1,DungeonBoss01B,SpookyForestRamparts,scene/beetle_raid1.json,,sc/ui.sc#mapbg_w01_oa01,Beetle,4,15,,,1,,,,560,560,,,,,,,,100,500,10000,,,,,,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
W02_DG11_1,999,TRUE,99,,,,,Dungeon,300,,,,,57,,16000,TID_W02_DG11_1,DungeonBeetleRoyalQuarters,CastleIndoors,scene/w02_library_dg.json,,sc/ui.sc#mapbg_w01_oa01,Beetle,4,15,,,1,,,,570,570,,,,,,,,100,500,10000,,,,,,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,50,,50,50,,50,50,,,,,,,,,,,,,,,
W02_DG07_1,999,TRUE,99,,,,,Dungeon,300,,,,,58,,16800,TID_W02_DG07_1,DungeonBeetleSewers,SpookyLands,scene/w02_dg07.json,,sc/ui.sc#mapbg_w02_dg07,Beetle,4,15,,,1,,,,580,580,,,,,,,,100,500,10000,,,,,,350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,50,,50,50,,50,50,,,,,,,,,,,,,,,
W01_DG07_1,999,TRUE,99,,,,,Dungeon,300,,,,,58,,16800,TID_W01_DG07_1,DungeonLight,WindyMountainTop,scene/w01_dg07.json,,sc/ui.sc#mapbg_w01_oa01,Dragonling,4,15,,,,,,,580,580,,,,,,,,100,500,10000,,,,,,500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,50,,50,50,,50,50,,,,,,,,,,,,,,,
W02_DG13_1,999,TRUE,99,,,,,Dungeon,300,,,,,59,,17700,TID_W02_DG13_1,DungeonDarkBigPapa,SpookyForestRamparts,scene/beetle_raid1.json,,sc/ui.sc#mapbg_w01_oa01,Beetle,4,15,,,1,,,,590,590,,,,,,,,100,500,10000,,,,,,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,50,,50,50,,50,50,,,,,,,,,,,,,,,
W01_DG10_1,999,TRUE,99,,,,,Dungeon,300,,,,,60,,18600,TID_W01_DG10_1,DungeonLight,OvergrownRuins,scene/w01_dg10.json,,sc/ui.sc#mapbg_w01_oa01,Dragonling,4,15,,,,,,,600,600,,,,,,,,100,500,10000,,,,,,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,50,,50,50,,50,50,,,,,,,,,,,,,,,
W01_ARENA2_1,999,TRUE,99,,,,,Arena,300,,,,,61,,19500,TID_W01_ARENA2_1,ArenaDungeon01B,AmbDungeon01,scene/world02_arena01.json,,sc/ui.sc#mapbg_w01_oa01,Dragonling,4,15,,,,,,,610,610,,,,,,,,100,500,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,50,,50,50,,50,50,,,,,,,,,,,,,,,
W02_DG05_1,999,TRUE,99,,,,,Dungeon,300,,,,,61,,19500,TID_W02_DG05_1,DungeonDark,SewersExotic,scene/w02_dg05.json,,sc/ui.sc#mapbg_w01_oa01,Beetle,4,15,,,1,,,,615,615,,,,,,,,100,500,10000,,,,,,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,50,,50,50,,50,50,,,,,,,,,,,,,,,
W01_DG11_1,999,TRUE,99,,,,,Dungeon,300,,,,,62,,20500,TID_W01_DG11_1,DungeonDragonlingDragonCity,AmbDungeon01,scene/w01_dg11.json,,sc/ui.sc#mapbg_w01_oa01,Dragonling,4,15,,,,,,,620,620,,,,,,,,100,500,10000,,,,,,350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,50,,50,50,,50,50,,,,,,,,,,,,,,,
W02_DG12_1,999,TRUE,99,,,,,Dungeon,300,,,,,63,,21500,TID_MAP_BEETLE_RAID1_1,DungeonBoss01B,SpookyForestRamparts,scene/beetle_raid1.json,,sc/ui.sc#mapbg_w01_oa01,Beetle,4,15,,,1,,,,630,630,,,,,,,,100,500,10000,,,,,,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,50,,50,50,,50,50,,,,,,,,,,,,,,,
W02_DG11_2,999,TRUE,99,,,,,Dungeon,300,,,,,64,,22600,TID_W02_DG11_2,DungeonBeetleRoyalQuarters,CastleIndoors,scene/w02_library_dg.json,,sc/ui.sc#mapbg_w01_oa01,Beetle,4,15,,,1,,,,635,635,,,,,,,,100,500,10000,,,,,,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,100,,100,100,,100,100,,,,,,,,,,,,,,,
W02_DG07_2,999,TRUE,99,,,,,Dungeon,300,,,,,64,,22600,TID_W02_DG07_2,DungeonBeetleSewers,SpookyLands,scene/w02_dg07.json,,sc/ui.sc#mapbg_w01_oa01,Beetle,4,15,,,1,,,,640,640,,,,,,,,100,500,10000,,,,,,350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,100,,100,100,,100,100,,,,,,,,,,,,,,,
W01_DG07_2,999,TRUE,99,,,,,Dungeon,300,,,,,65,,23700,TID_W01_DG07_2,DungeonLight,WindyMountainTop,scene/w01_dg07.json,,sc/ui.sc#mapbg_w01_oa01,Dragonling,4,15,,,,,,,650,650,,,,,,,,100,500,10000,,,,,,500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,100,,100,100,,100,100,,,,,,,,,,,,,,,
W02_DG13_2,999,TRUE,99,,,,,Dungeon,300,,,,,66,,24900,TID_W02_DG13_2,DungeonDarkBigPapa,SpookyForestRamparts,scene/beetle_raid1.json,,sc/ui.sc#mapbg_w01_oa01,Beetle,4,15,,,1,,,,660,660,,,,,,,,100,500,10000,,,,,,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,100,,100,100,,100,100,,,,,,,,,,,,,,,
W01_DG10_2,999,TRUE,99,,,,,Dungeon,300,,,,,67,,26100,TID_W01_DG10_2,DungeonLight,OvergrownRuins,scene/w01_dg10.json,,sc/ui.sc#mapbg_w01_oa01,Dragonling,4,15,,,,,,,665,665,,,,,,,,100,500,10000,,,,,,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,100,,100,100,,100,100,,,,,,,,,,,,,,,
W01_ARENA2_2,999,TRUE,99,,,,,Arena,300,,,,,67,,26100,TID_W01_ARENA2_2,ArenaDungeon01B,AmbDungeon01,scene/world02_arena01.json,,sc/ui.sc#mapbg_w01_oa01,Dragonling,4,15,,,,,,,670,670,,,,,,,,100,500,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,100,,100,100,,100,100,,,,,,,,,,,,,,,
W02_DG05_2,999,TRUE,99,,,,,Dungeon,300,,,,,68,,27400,TID_W02_DG05_2,DungeonDark,SewersExotic,scene/w02_dg05.json,,sc/ui.sc#mapbg_w01_oa01,Beetle,4,15,,,1,,,,680,680,,,,,,,,100,500,10000,,,,,,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,100,,100,100,,100,100,,,,,,,,,,,,,,,
W01_DG11_2,999,TRUE,99,,,,,Dungeon,300,,,,,69,,28800,TID_W01_DG11_2,DungeonDragonlingDragonCity,AmbDungeon01,scene/w01_dg11.json,,sc/ui.sc#mapbg_w01_oa01,Dragonling,4,15,,,,,,,690,690,,,,,,,,100,500,10000,,,,,,350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,100,,100,100,,100,100,,,,,,,,,,,,,,,
W02_DG12_2,999,TRUE,99,,,,,Dungeon,300,,,,,70,,30200,TID_MAP_BEETLE_RAID1_2,DungeonBoss01B,SpookyForestRamparts,scene/beetle_raid1.json,,sc/ui.sc#mapbg_w01_oa01,Beetle,4,15,,,1,,,,700,700,,,,,,,,100,500,10000,,,,,,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,100,,100,100,,100,100,,,,,,,,,,,,,,,
PVP_SOLO_0,999,TRUE,99,,,,,PvpSolo,180,,,,,15,15,1782,TID_PVP_AREA_2,PVPDungeon01,SpookyForest,scene/pvp_solo_0.json,,sc/ui.sc#mapbg_w02_pvp_solo_0,Beetle,20,10,,,1,,,,150,150,,,,,,,,,,10000,,,,,,-50,BeetleWeakMeleeSmall,1,BeetleWeakRangedSmall,1,BeetleStrongKnight,5,BeetleStrongRanged,5,,,BeetleBossEasy,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PVP_DUO_0,999,TRUE,99,,,,,PvpDuo,180,,,,,15,15,1782,TID_PVP_AREA_3,PVPDungeon01,SpookyForest,scene/pvp_duo_0.json,,sc/ui.sc#mapbg_w02_pvp_duo_0,Beetle,20,10,,,1,,,,150,150,,,,,,,,,,10000,,,,,,-50,BeetleWeakMeleeSmall,1,BeetleWeakRangedSmall,1,BeetleStrongKnight,5,BeetleStrongRanged,5,,,BeetleBossEasy,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PVP_TEAM_0,999,TRUE,99,,,,,PvpTeam,180,,,,,15,15,1782,TID_PVP_AREA,PVPDungeon01,GrassyPlains,scene/w01_pvp_10vs10_old_ruined.json,,sc/ui.sc#mapbg_w01_pvp_10vs10_old_ruined,Dragonling,20,10,,,1,,,,150,150,,,,,,,,,,10000,50000,,,,,-25,DragonlingWeakMeleeSmall,1,DragonlingWeakRangedSmall,1,DragonlingStrongSlammer,5,DragonlingStrongJumper,5,,,DragonlingBossEasy,20,DragonlingBossMediumOpen,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PVP_SOLO_1,999,TRUE,99,,,,,PvpSolo,180,,,,,30,30,3708,TID_PVP_SOLO_1,PVPDungeon01,SpookyForest,scene/pvp_solo_1.json,,sc/ui.sc#mapbg_w02_pvp_solo_1,Beetle,20,10,,,1,,,,300,300,,,,,,,,,,10000,,,,,,-50,BeetleWeakMeleeSmall,1,BeetleWeakRangedSmall,1,BeetleWeakDasher,1,BeetleStrongMelee,5,BeetleStrongSummoner,5,BeetleStrongBlower,5,BeetleDungeonBossOpen,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PVP_DUO_1,999,TRUE,99,,,,,PvpDuo,180,,,,,30,30,3708,TID_PVP_DUO_1,PVPDungeon01,SpookyForest,scene/pvp_duo_1.json,,sc/ui.sc#mapbg_w02_pvp_duo_1,Beetle,20,10,,,1,,,,300,300,,,,,,,,,,10000,,,,,,-50,BeetleWeakMeleeSmall,1,BeetleWeakRangedSmall,1,BeetleWeakDasher,1,BeetleStrongMelee,5,BeetleStrongSummoner,5,BeetleStrongBlower,5,BeetleDungeonBossOpen,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PVP_SMALL_TEAM_0,999,TRUE,99,,,,,PvpTeam,180,,,,,30,30,3708,TID_PVP_SMALL_TEAM_0,PVPDungeon01,SpookyForestRamparts,scene/pvp_aram.json,,sc/ui.sc#mapbg_w02_pvp_aram,Beetle,8,10,,,1,,,,300,300,,,,,,,,,,10000,,,,,,-25,BeetleWeakMeleeSmall,1,BeetleWeakRangedSmall,1,BeetleStrongKnight,5,BeetleStrongRanged,5,BeetleBossEasy,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PVP_TEAM_1,999,TRUE,99,,,,,PvpTeam,180,,,,,30,30,3708,TID_PVP_TEAM_1,PVPDungeon01,GrassyPlains,scene/w01_pvp_10vs10_old_ruined_01.json,,sc/ui.sc#mapbg_w01_pvp_10vs10_old_ruined_01,Dragonling,20,10,,,1,,,,300,300,,,,,,,,,,10000,50000,,,,,-50,DragonlingWeakMelee,1,DragonlingWeakRanged,1,DragonlingStrongWhelp,5,DragonlingStrongCharger,5,DragonlingStrongMelee,5,DragonlingDungeonBossOpen,20,DragonlingRaidBoss1Open,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PVP_TEAM_1_B,999,TRUE,99,,,,,PvpTeam,180,,,,,30,30,3708,TID_PVP_TEAM_1_B,PVPDungeon01,SpookyForest,scene/w02_pvp_10vs10_village_harbor.json,,sc/ui.sc#mapbg_w02_pvp_10vs10_village_harbor,Beetle,20,10,,,1,,,,300,300,,,,,,,,,,10000,50000,,,,,-50,BeetleWeakMeleeSmall,1,BeetleWeakRangedSmall,1,BeetleStrongKnight,5,BeetleStrongRanged,5,BeetleStrongMelee,5,BeetleBossEasy,20,BeetleBossMediumOpen,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PVP_SOLO_2,999,TRUE,99,,,,,PvpSolo,180,,,50,,50,50,9855,TID_PVP_SOLO_2,PVPDungeon01,GrassyPlains,scene/pvp_deathmatch.json,,sc/ui.sc#mapbg_w01_oa01,Dragonling,20,10,,,,,,,500,500,,,,,,,,,,10000,,,,,,,DragonlingWeakMelee,1,DragonlingWeakRanged,1,DragonlingStrongWhelp,5,DragonlingStrongCharger,5,DragonlingStrongMelee,5,DragonlingDungeonBossOpen,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PVP_DUO_2,999,TRUE,99,,,,,PvpDuo,180,,,50,,50,50,9855,TID_PVP_DUO_2,PVPDungeon01,GrassyPlains,scene/pvp_deathmatch_duo.json,,sc/ui.sc#mapbg_w01_oa01,Dragonling,20,10,,,,,,,500,500,,,,,,,,,,10000,,,,,,,DragonlingWeakMelee,1,DragonlingWeakRanged,1,DragonlingStrongWhelp,5,DragonlingStrongCharger,5,DragonlingStrongMelee,5,DragonlingDungeonBossOpen,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PVP_TEAM_2,999,TRUE,99,,,,,PvpTeam,180,,,50,,50,50,9855,TID_PVP_TEAM_2,PVPDungeon01,GrassyPlains,scene/pvp_teamtest_symmetrical_00.json,,sc/ui.sc#mapbg_w01_oa01,Testing,20,10,,,,,,,500,500,,,,,,,,,,10000,50000,,,,,,DragonlingWeakMelee,1,DragonlingWeakRanged,1,DragonlingStrongWhelp,5,DragonlingStrongCharger,5,DragonlingStrongMelee,5,DragonlingBossEasy,20,DragonlingBossMediumOpen,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
W00_SOLO_DG07,,,2,,7,,,Dungeon,120,TRUE,,32,,30,,4095,TID_W00_SOLO_DG07,SoloDungeon01A,Warehouse,scene/w00_solo_dg07.json,,sc/ui.sc#mapbg_w00_dg01,MocoGym,1,15,,,,,,,320,320,,,,,,,,100,500,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
W00_SOLO_DG08,1,,2,,7,,,Dungeon,120,TRUE,,,,32,,4518,TID_W00_SOLO_DG08,SoloDungeon03,Warehouse,scene/w00_solo_dg08.json,,sc/ui.sc#mapbg_w00_dg01,MocoGym,1,15,,,,,,,340,340,,,,,,,,100,500,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
W00_SOLO_DG09,2,,2,,7,,,Dungeon,120,TRUE,,,,34,,4977,TID_W00_SOLO_DG09,SoloDungeon04,Warehouse,scene/w00_solo_dg09.json,,sc/ui.sc#mapbg_w00_dg01,MocoGym,1,15,,,,,,,360,360,,,,,,,,100,500,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
W00_SOLO_DG10,3,,2,,8,,,Dungeon,120,TRUE,,36,,34,,4977,TID_W00_SOLO_DG10,SoloDungeon02,Warehouse,scene/w00_solo_dg10.json,,sc/ui.sc#mapbg_w00_dg01,MocoGym,1,15,,,,,,,340,340,,,,,,,,100,500,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
W00_SOLO_DG11,4,,2,,8,,,Dungeon,120,TRUE,,,,36,,5490,TID_W00_SOLO_DG11,SoloDungeon01B,Warehouse,scene/w00_solo_dg11.json,,sc/ui.sc#mapbg_w00_dg01,MocoGym,1,15,,,,,,,360,360,,,,,,,,100,500,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
W00_SOLO_DG12,5,,2,,8,,,Dungeon,120,TRUE,,,,38,,6048,TID_W00_SOLO_DG12,SoloDungeon02,Warehouse,scene/w00_solo_dg12.json,,sc/ui.sc#mapbg_w00_dg01,MocoGym,1,15,,,,,,,380,380,,,,,,,,100,500,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
W00_SOLO_DG13,6,,2,,9,,,Dungeon,120,TRUE,,42,,40,,6669,TID_W00_SOLO_DG13,SoloDungeon01A,Warehouse,scene/w00_solo_dg13.json,,sc/ui.sc#mapbg_w00_dg01,MocoGym,1,15,,,,,,,400,400,,,,,,,,100,500,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
W00_SOLO_DG14,7,,2,,9,,,Dungeon,120,TRUE,,,,42,,7353,TID_W00_SOLO_DG14,SoloDungeon01B,Warehouse,scene/w00_solo_dg14.json,,sc/ui.sc#mapbg_w00_dg01,MocoGym,1,15,,,,,,,420,420,,,,,,,,100,500,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
W00_SOLO_DG15,8,,2,,9,,,Dungeon,120,TRUE,,,,44,,8109,TID_W00_SOLO_DG15,SoloDungeon04,Warehouse,scene/w00_solo_dg15.json,,sc/ui.sc#mapbg_w00_dg01,MocoGym,1,15,,,,,,,440,440,,,,,,,,100,500,10000,,,,,,-75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-75,,,,,,,,,,,,,,,,,,
W00_SOLO_DG07_1,9,,2,TRUE,11,,,Dungeon,120,TRUE,,,15,51,,11527,TID_W00_SOLO_DG07_1,SoloDungeon01A,Warehouse,scene/w00_solo_dg07.json,,sc/ui.sc#mapbg_w00_dg01,MocoGym,1,15,,,,,,,320,320,,,,,,,,100,500,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,140,140,,140,140,,140,140,,140,140,,,,,,,,,,,,
W00_SOLO_DG08_1,10,,2,TRUE,11,,,Dungeon,120,TRUE,,,,52,,11830,TID_W00_SOLO_DG08_1,SoloDungeon03,Warehouse,scene/w00_solo_dg08.json,,sc/ui.sc#mapbg_w00_dg01,MocoGym,1,15,,,,,,,340,340,,,,,,,,100,500,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,129,129,,129,129,,129,129,,129,129,,,,,,,,,,,,
W00_SOLO_DG09_1,11,,2,TRUE,11,,,Dungeon,120,TRUE,,,,53,,12132,TID_W00_SOLO_DG09_1,SoloDungeon04,Warehouse,scene/w00_solo_dg09.json,,sc/ui.sc#mapbg_w00_dg01,MocoGym,1,15,,,,,,,360,360,,,,,,,,100,500,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118,118,,118,118,,118,118,,118,118,,,,,,,,,,,,
W00_SOLO_DG10_1,12,,2,TRUE,11,,,Dungeon,120,TRUE,,,,53,,12434,TID_W00_SOLO_DG10_1,SoloDungeon02,Warehouse,scene/w00_solo_dg10.json,,sc/ui.sc#mapbg_w00_dg01,MocoGym,1,15,,,,,,,340,340,,,,,,,,100,500,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118,118,,118,118,,118,118,,118,118,,,,,,,,,,,,
W00_SOLO_DG11_1,13,,2,TRUE,11,,,Dungeon,120,TRUE,,,,54,,12736,TID_W00_SOLO_DG11_1,SoloDungeon01B,Warehouse,scene/w00_solo_dg11.json,,sc/ui.sc#mapbg_w00_dg01,MocoGym,1,15,,,,,,,360,360,,,,,,,,100,500,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107,107,,107,107,,107,107,,107,107,,,,,,,,,,,,
W00_SOLO_DG12_1,14,,2,TRUE,11,,,Dungeon,120,TRUE,,,,54,,13038,TID_W00_SOLO_DG12_1,SoloDungeon02,Warehouse,scene/w00_solo_dg12.json,,sc/ui.sc#mapbg_w00_dg01,MocoGym,1,15,,,,,,,380,380,,,,,,,,100,500,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,88,,88,88,,88,88,,88,88,,,,,,,,,,,,
W00_SOLO_DG13_1,15,,2,TRUE,12,,,Dungeon,120,TRUE,,,30,55,,13341,TID_W00_SOLO_DG13_1,SoloDungeon01A,Warehouse,scene/w00_solo_dg13.json,,sc/ui.sc#mapbg_w00_dg01,MocoGym,1,15,,,,,,,400,400,,,,,,,,100,500,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79,79,,79,79,,79,79,,79,79,,,,,,,,,,,,
W00_SOLO_DG14_1,16,,2,TRUE,12,,,Dungeon,120,TRUE,,,,56,,13643,TID_W00_SOLO_DG14_1,SoloDungeon01B,Warehouse,scene/w00_solo_dg14.json,,sc/ui.sc#mapbg_w00_dg01,MocoGym,1,15,,,,,,,420,420,,,,,,,,100,500,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71,71,,71,71,,71,71,,71,71,,,,,,,,,,,,
W00_SOLO_DG15_1,17,,2,TRUE,12,,,Dungeon,120,TRUE,,,,56,,13945,TID_W00_SOLO_DG15_1,SoloDungeon04,Warehouse,scene/w00_solo_dg15.json,,sc/ui.sc#mapbg_w00_dg01,MocoGym,1,15,,,,,,,440,440,,,,,,,,100,500,10000,,,,,,-75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55,-20,,55,-20,,55,55,,55,55,,,,,,,,,,,,
W00_SOLO_DG07_2,18,,2,TRUE,13,,,Dungeon,120,TRUE,,,50,59,,15154,TID_W00_SOLO_DG07_2,SoloDungeon01A,Warehouse,scene/w00_solo_dg07.json,,sc/ui.sc#mapbg_w00_dg01,MocoGym,1,15,,,,,,,320,320,,,,,,,,100,500,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,217,217,,217,217,,217,217,,217,217,,,,,,,,,,,,
W00_SOLO_DG08_2,19,,2,TRUE,13,,,Dungeon,120,TRUE,,,,59,,15456,TID_W00_SOLO_DG08_2,SoloDungeon03,Warehouse,scene/w00_solo_dg08.json,,sc/ui.sc#mapbg_w00_dg01,MocoGym,1,15,,,,,,,340,340,,,,,,,,100,500,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,188,188,,188,188,,188,188,,188,188,,,,,,,,,,,,
W00_SOLO_DG09_2,20,,2,TRUE,13,,,Dungeon,120,TRUE,,,,60,,15758,TID_W00_SOLO_DG09_2,SoloDungeon04,Warehouse,scene/w00_solo_dg09.json,,sc/ui.sc#mapbg_w00_dg01,MocoGym,1,15,,,,,,,360,360,,,,,,,,100,500,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174,174,,174,174,,174,174,,174,174,,,,,,,,,,,,
