Name,OrderNumber,EliteResource1,EliteResourceMinDrop1,EliteResourceMaxDrop1,EliteResource2,EliteResourceMinDrop2,EliteResourceMaxDrop2,TID,TID2,Building,EventType,MocoEvent,EventTID,GraphicsAsset,AnimationSet,IconAsset,CharacterType,LootZ,Health,MovementSpeed,AggroRadius,ChainAggroRadius,HasDungeonDeAggro,AlertTimeMs,DeathTimeMs,DespawnTimeMs,TurnToMonsterTimeMs,ConsumeOtherMonsterTimeMs,MonsterCelebrateTimeMs,AmbushFromGroundTimeMs,SpawnTimeMs,StunPreTimeMs,StunRecoveryTimeMs,Behavior,Weapon,Gear1,Gear2,Gear3,Gear4,Gear1Stage2,Gear2Stage2,Gear3Stage2,Gear4Stage2,Gear1Stage3,Gear2Stage3,Gear3Stage3,Gear4Stage3,Stage2HealthPercent,Stage3HealthPercent,DeathSkill,EatsFood,CollisionRadius,CollisionRadiusAgainstAttacks,Scale,UiScale,FitToBoxScale,MovementAnimationSpeed,HealthBarZOffset,HealthBarScale,HealthBarFollowBone,SpawnEffect,DespawnEffect,TurnToMonsterEffect,PushBackDeathEffectLong,PushBackDeathEffectShort,DeathEffect,DeathEffect2,HitEffect,PortalSpawnEffect,EffectZ,LoopingEffect,EliteLoopingEffect,LoopingEffectOffset,LootProfile,UseColorMod,RedAdd,GreenAdd,BlueAdd,RedMul,GreenMul,BlueMul,TurnToCharacter,TurnToCharacterChancePermille,ShouldInheritHealthOnTurnToCharacter,DynamicEnemySpawningAmount,ProtectTimeSec,ReleaseSpawnPointSeconds,BotVisibilityBoost,ExpireTimeMs,JumpGravity,BlockForQuest,ImmuneToStun,DynamicHealth,SpeechBubbleOpenEffect,SpeechBubbleCloseEffect,Level,RotationSpeed,CanMoveWhenRotating,StaticRotationAllowed,LootDelayMs,ForceShowOnMap,IsChaosMonster,ForcedTarget
InvasionPortalEvent_W01_OA05,1,,,,,,,TID_INVASION_PORTAL_EVENT,TID_INVASION_PORTAL_EVENT_INGAME,,InvasionPortalEvent,TRUE,TID_MAP_EVENT_TYPE_INVASION_PORTAL,sc3d/pf_invasionportal,,,Boss,100,19125,,350,,,,500,,,,,1100,1100,300,300,Default,InvasionPortalEventChapter2CatSummon1,InvasionPortalEventChapter2CatSummon2,,,InvasionPortalEventAggro,InvasionPortalEventChapter2CatSummon2,InvasionPortalEventChapter2CatSummon2,,InvasionPortalEventAggro2,InvasionPortalEventChapter2CatSummon2,InvasionPortalEventChapter2CatSummon2,InvasionPortalEventChapter2CatSummon2,InvasionPortalEventAggro3,66,33,,,70,48,170,90,,,23,130,Root,fx/effect/teleport,,,,,fx/effect/ps_invasion_portal_death_01,,fx/effect/ps_invasion_portal_dmg_01,,50,fx/effect/ps_invasion_portal_idle_02,fx/effect/ps_champion_aura_big_01,,EventNpcLarge,,,,,,,,,,,75,,,,,45,,TRUE,TRUE,,,1,,,,500,,,
InvasionPortalEvent_W01_OA06,1,,,,,,,TID_INVASION_PORTAL_EVENT,TID_INVASION_PORTAL_EVENT_INGAME,,InvasionPortalEvent,TRUE,TID_MAP_EVENT_TYPE_INVASION_PORTAL,sc3d/pf_invasionportal,,,Boss,100,19125,,350,,,,500,,,,,1100,1100,300,300,Default,InvasionPortalEventChapter2CatSummon3,InvasionPortalEventChapter2CatSummon4,,,InvasionPortalEventAggro,InvasionPortalEventChapter2CatSummon4,InvasionPortalEventChapter2CatSummon4,,InvasionPortalEventAggro2,InvasionPortalEventChapter2CatSummon4,InvasionPortalEventChapter2CatSummon4,InvasionPortalEventChapter2CatSummon4,InvasionPortalEventAggro3,66,33,,,70,48,170,90,,,23,130,Root,fx/effect/teleport,,,,,fx/effect/ps_invasion_portal_death_01,,fx/effect/ps_invasion_portal_dmg_01,,50,fx/effect/ps_invasion_portal_idle_02,fx/effect/ps_champion_aura_big_01,,EventNpcLarge,,,,,,,,,,,75,,,,,45,,TRUE,TRUE,,,1,,,,500,,,
InvasionPortalEvent_W02_OA04,1,,,,,,,TID_INVASION_PORTAL_EVENT,TID_INVASION_PORTAL_EVENT_INGAME,,InvasionPortalEvent,TRUE,TID_MAP_EVENT_TYPE_INVASION_PORTAL,sc3d/pf_invasionportal,,,Boss,100,19125,,350,,,,500,,,,,1100,1100,300,300,Default,InvasionPortalEventChapter2CatSummon5,InvasionPortalEventChapter2CatSummon6,,,InvasionPortalEventAggro,InvasionPortalEventChapter2CatSummon6,InvasionPortalEventChapter2CatSummon6,,InvasionPortalEventAggro2,InvasionPortalEventChapter2CatSummon6,InvasionPortalEventChapter2CatSummon6,InvasionPortalEventChapter2CatSummon6,InvasionPortalEventAggro3,66,33,,,70,48,170,90,,,23,130,Root,fx/effect/teleport,,,,,fx/effect/ps_invasion_portal_death_01,,fx/effect/ps_invasion_portal_dmg_01,,50,fx/effect/ps_invasion_portal_idle_02,fx/effect/ps_champion_aura_big_01,,EventNpcLarge,,,,,,,,,,,75,,,,,45,,TRUE,TRUE,,,1,,,,500,,,
InvasionPortalEvent_W02_OA05,1,,,,,,,TID_INVASION_PORTAL_EVENT,TID_INVASION_PORTAL_EVENT_INGAME,,InvasionPortalEvent,TRUE,TID_MAP_EVENT_TYPE_INVASION_PORTAL,sc3d/pf_invasionportal,,,Boss,100,19125,,350,,,,500,,,,,1100,1100,300,300,Default,InvasionPortalEventChapter2CatSummon7,InvasionPortalEventChapter2CatSummon8,,,InvasionPortalEventAggro,InvasionPortalEventChapter2CatSummon8,InvasionPortalEventChapter2CatSummon8,,InvasionPortalEventAggro2,InvasionPortalEventChapter2CatSummon8,InvasionPortalEventChapter2CatSummon8,InvasionPortalEventChapter2CatSummon8,InvasionPortalEventAggro3,66,33,,,70,48,170,90,,,23,130,Root,fx/effect/teleport,,,,,fx/effect/ps_invasion_portal_death_01,,fx/effect/ps_invasion_portal_dmg_01,,50,fx/effect/ps_invasion_portal_idle_02,fx/effect/ps_champion_aura_big_01,,EventNpcLarge,,,,,,,,,,,75,,,,,45,,TRUE,TRUE,,,1,,,,500,,,
Meat,1,,,,,,,TID_COOKINGPOT,,,,,,sc3d/pf_w01_cookpot,,,Resource,,6,,,,,,1500,,,,,1100,1100,300,300,,,,,,,,,,,,,,,,,,,16,80,85,,,,12,100,,,,,,,,,fmod_studio_sounds/items/cookpot_hit,,50,,fx/effect/ps_champion_aura_01,50,Meat,,,,,,,,,,,,,,,,45,TRUE,,,,,5,,,,,,,
FoodBuff,,,,,,,,,,,,,,sc3d/goblin_smallmelee_rig.glb,Goblin,,Strong,50,1700,,,,,,,,,,,1100,1100,300,300,Food,,,,,,,,,,,,,,,,,,16,16,120,,,,9,100,,fx/effect/teleport,,,,,fx/effect/death_flash_med_mm,,,,50,,fx/effect/ps_champion_aura_01,,,,,,,,,,,,,,,,,,45,,,,,,1,,,,,,,
BeetleFriendlySoldier,1,,,,,,,TID_SOLDIER2,,,,,,sc3d/pf_goblin,,,Soldier,,3200,350,,,,,,,,,,1100,1100,300,300,Default,BeetleFriendlySoldierWeapon,,,,,,,,,,,,,,,,,16,16,110,,,140,9,100,,fx/effect/teleport,,,,,fx/effect/death_flash_med_mm,,,,50,,fx/effect/ps_champion_aura_01,,NPC,,,,,,,,,,,,20,,,,45,,,,,,999,,,,,,,
NinjaBossEasy,518,,,,,,,TID_NINJA_BOSS_EASY,,,,,,sc3d/pf_beetle_strongdasher,,,Boss,100,12750,600,350,300,,,,,,,,1100,1100,300,300,Default,NinjaBossEasyWeapon,NinjaBossEasyDash,NinjaBossEasyShuriken,NinjaBossEasyGrenades,,NinjaBossEasyDash,NinjaBossEasyDash,NinjaBossEasyDash,,NinjaBossEasyDash,NinjaBossEasyShuriken,NinjaBossEasyGrenades,,60,40,,,28,32,180,,,,14,100,,fx/effect/beetle_summon_spawn,,,,,fx/effect/death_flash_large,fmod_studio_sounds/characters/beetle_strong_dasher/enemy_beetle_strong_dasher_hit,fmod_studio_sounds/characters/beetle_strong_dasher/enemy_beetle_strong_dasher_hit,,50,,fx/effect/ps_champion_aura_big_01,,BossDungeon,,,,,,,,,,,,,,,,45,,,,,,1,,,,,,,
TargetDummy,,,,,,,,,,,,,,sc3d/pf_keyitem_testingdummy,,,TargetDummy,,1,,,,,,,,,,,1100,1100,300,300,,,,,,,,,,,,,,,,,,,16,16,70,,,,9,100,,,,,,,,,fmod_studio_sounds/characters_common/target_dummy_hit,,50,,fx/effect/ps_champion_aura_01,,,,,,,,,,,,,,,,,,45,,,,,,,,,,,,,
HealingDummy,,,,,,,,,,,,,,sc3d/pf_w00_obj_dummy_heal_01_founder,,,HealingDummy,,9999999,,,,,,,,,,,1100,1100,300,300,,,,,,,,,,,,,,,,,,,16,16,70,,,,9,100,,,,,,,,,fmod_studio_sounds/characters_common/target_dummy_hit,,50,,fx/effect/ps_champion_aura_01,,,,,,,,,,,,,,,,,,45,,,,,,,,,,,,,
DamageDummy,,,,,,,,,,,,,,sc3d/pf_w00_obj_dummy_damage_01_resource_sword,,,TargetDummy,,1,,,,,,,,,,,1100,1100,300,300,,,ConstantAoeDamageTargetDummy,,,,,,,,,,,,,,,,16,16,70,,,,9,100,,,,,,,,,fmod_studio_sounds/characters_common/target_dummy_hit,,50,,fx/effect/ps_champion_aura_01,,,,,,,,,,,,,,,,,,45,,,,,,,,,,,,,
RevengeDummy,,,,,,,,TID_REVENGE_DUMMY,,,,,,sc3d/pf_dragonling_weakmelee_base,,,Normal,,99999999,350,1000,300,,360,,,,,1000,1100,1100,300,300,Default,RevengeDummyWeapon,,,,,,,,,,,,,,,,,28,24,200,100,300,,9,100,healthbar_s,fx/effect/teleport,,,fx/effect/ps_pushback_slime_small_01,fx/effect/ps_pushback_slime_small_short_01,fx/effect/ps_beetle_small_death_01,fmod_studio_sounds/characters/dragonling_weak/enemy_dragonling_small_death,fmod_studio_sounds/characters/dragonling_weak/enemy_dragonling_small_hit_soft,fx/effect/ps_portal_monster_jumping_01,50,,fx/effect/ps_champion_aura_small_01,,,,,,,,,,,,,,,,,,45,,,,,,999,,,,,,,
RangedDummy,,,,,,,,TID_RANGED_DUMMY,,,,,,sc3d/pf_dragonling_weakmelee_base,,,Boss,,99999999,350,1000,300,,360,,,,,1000,1100,1100,300,300,Default,RangedDummyWeapon,,,,,,,,,,,,,,,,,28,24,200,100,300,,9,100,healthbar_s,fx/effect/teleport,,,fx/effect/ps_pushback_slime_small_01,fx/effect/ps_pushback_slime_small_short_01,fx/effect/ps_beetle_small_death_01,fmod_studio_sounds/characters/dragonling_weak/enemy_dragonling_small_death,fmod_studio_sounds/characters/dragonling_weak/enemy_dragonling_small_hit_soft,fx/effect/ps_portal_monster_jumping_01,50,,fx/effect/ps_champion_aura_small_01,,,,,,,,,,,,,,,,,,45,,,,,,999,,,,,,,
Tree,1,,,,,,,TID_TREE,,,,,,sc3d/pf_swordland_resource_sword01,,,Resource,,3,,,,,,,,,,,1100,1100,300,300,,,,,,,,,,,,,,,,,,,16,16,100,,,,12,100,,,,,,,,,,,50,,fx/effect/ps_champion_aura_01,,PLACEHOLDER,,,,,,,,,,,,,,,,45,,,,,,,,,,,,,
Vlogger1,1,,,,,,,TID_VLOGGER_1,,,,,,sc3d/pf_starter_outfit,,,Player,,,300,,,,,,,,,,1100,1100,300,300,,StartingWeapon,,,,,,,,,,,,,,,,,16,16,150,,,,12,100,,fx/effect/gen_teleport,,,,,fx/effect/p_death,,,,50,,fx/effect/ps_champion_aura_01,,,,,,,,,,,,,,,,,,45,,,,,,,,,,,,,
Vlogger2,1,,,,,,,TID_VLOGGER_2,,,,,,sc3d/pf_starter_outfit,,,Player,,,300,,,,,,,,,,1100,1100,300,300,,StartingWeapon,,,,,,,,,,,,,,,,,16,16,150,,,,12,100,,fx/effect/gen_teleport,,,,,fx/effect/p_death,,,,50,,fx/effect/ps_champion_aura_01,,,,,,,,,,,,,,,,,,45,,,,,,,,,,,,,
Vlogger3,1,,,,,,,TID_VLOGGER_3,,,,,,sc3d/pf_starter_outfit,,,Player,,,300,,,,,,,,,,1100,1100,300,300,,StartingWeapon,,,,,,,,,,,,,,,,,16,16,150,,,,12,100,,fx/effect/gen_teleport,,,,,fx/effect/p_death,,,,50,,fx/effect/ps_champion_aura_01,,,,,,,,,,,,,,,,,,45,,,,,,,,,,,,,
Worker,,,,,,,,,,,,,,sc3d/pf_housecat,,,Worker,,100,30,,,,,,,,,,1100,1100,300,300,,,,,,,,,,,,,,,,,,,200,32,220,,,,-3,100,head_s,,,,,,fx/effect/death_flash_med_mm,,,,50,,fx/effect/ps_champion_aura_01,,,,,,,,,,,,,,,,,,45,,,,npc_cat_meow,,,300,TRUE,,,,,
mount_bird_02,,,,,,,,,,,,,,sc3d/pf_mount_bird_base,,,Mount,,,150,,,,,,,,,,1100,1100,300,300,,,,,,,,,,,,,,,,,,,,,100,100,,,19,100,,fx/effect/teleport,,,,,fx/effect/death_flash_med_mm,,,,50,,fx/effect/ps_champion_aura_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mount_bird_03,,,,,,,,,,,,,,sc3d/pf_mount_bird_brown,,,Mount,,,150,,,,,,,,,,1100,1100,300,300,,,,,,,,,,,,,,,,,,,,,100,100,,,19,100,,fx/effect/teleport,,,,,fx/effect/death_flash_med_mm,,,,50,,fx/effect/ps_champion_aura_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mount_bird_04,,,,,,,,,,,,,,sc3d/pf_mount_bird_yellow,,,Mount,,,150,,,,,,,,,,1100,1100,300,300,,,,,,,,,,,,,,,,,,,,,100,100,,,19,100,,fx/effect/teleport,,,,,fx/effect/death_flash_med_mm,,,,50,,fx/effect/ps_champion_aura_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mount_bird_05,,,,,,,,,,,,,,sc3d/pf_mount_bird_pattern_a,,,Mount,,,150,,,,,,,,,,1100,1100,300,300,,,,,,,,,,,,,,,,,,,,,100,100,,,19,100,,fx/effect/teleport,,,,,fx/effect/death_flash_med_mm,,,,50,,fx/effect/ps_champion_aura_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mount_bird_06,,,,,,,,,,,,,,sc3d/pf_mount_bird_pattern_b,,,Mount,,,150,,,,,,,,,,1100,1100,300,300,,,,,,,,,,,,,,,,,,,,,100,100,,,19,100,,fx/effect/teleport,,,,,fx/effect/death_flash_med_mm,,,,50,,fx/effect/ps_champion_aura_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mount_bird_07,,,,,,,,,,,,,,sc3d/pf_mount_bird_blue,,,Mount,,,150,,,,,,,,,,1100,1100,300,300,,,,,,,,,,,,,,,,,,,,,100,100,,,19,100,,fx/effect/teleport,,,,,fx/effect/death_flash_med_mm,,,,50,,fx/effect/ps_champion_aura_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mount_bird_08,,,,,,,,,,,,,,sc3d/pf_mount_bird_jungle,,,Mount,,,150,,,,,,,,,,1100,1100,300,300,,,,,,,,,,,,,,,,,,,,,100,100,,,19,100,,fx/effect/teleport,,,,,fx/effect/death_flash_med_mm,,,,50,,fx/effect/ps_champion_aura_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mount_bird_09,,,,,,,,,,,,,,sc3d/pf_mount_bird_samurai,,,Mount,,,150,,,,,,,,,,1100,1100,300,300,,,,,,,,,,,,,,,,,,,,,100,100,,,19,100,,fx/effect/teleport,,,,,fx/effect/death_flash_med_mm,,,,50,,fx/effect/ps_champion_aura_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mount_bird_10,,,,,,,,,,,,,,sc3d/pf_mount_bird_ancient,,,Mount,,,150,,,,,,,,,,1100,1100,300,300,,,,,,,,,,,,,,,,,,,,,100,100,,,19,100,,fx/effect/teleport,,,,,fx/effect/death_flash_med_mm,,,,50,,fx/effect/ps_champion_aura_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mount_fox_01,,,,,,,,,,,,,,sc3d/pf_mount_fox_base,,,Mount,,,150,,,,,,,,,,1100,1100,300,300,,,,,,,,,,,,,,,,,,,,,100,100,,,19,100,,fx/effect/teleport,,,,,fx/effect/death_flash_med_mm,,,,50,,fx/effect/ps_champion_aura_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mount_fox_02,,,,,,,,,,,,,,sc3d/pf_mount_fox_orange,,,Mount,,,150,,,,,,,,,,1100,1100,300,300,,,,,,,,,,,,,,,,,,,,,100,100,,,19,100,,fx/effect/teleport,,,,,fx/effect/death_flash_med_mm,,,,50,,fx/effect/ps_champion_aura_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mount_fox_03,,,,,,,,,,,,,,sc3d/pf_mount_fox_white,,,Mount,,,150,,,,,,,,,,1100,1100,300,300,,,,,,,,,,,,,,,,,,,,,100,100,,,19,100,,fx/effect/teleport,,,,,fx/effect/death_flash_med_mm,,,,50,,fx/effect/ps_champion_aura_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mount_fox_04,,,,,,,,,,,,,,sc3d/pf_mount_fox_rust,,,Mount,,,150,,,,,,,,,,1100,1100,300,300,,,,,,,,,,,,,,,,,,,,,100,100,,,19,100,,fx/effect/teleport,,,,,fx/effect/death_flash_med_mm,,,,50,,fx/effect/ps_champion_aura_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mount_fox_05,,,,,,,,,,,,,,sc3d/pf_mount_fox_black,,,Mount,,,150,,,,,,,,,,1100,1100,300,300,,,,,,,,,,,,,,,,,,,,,100,100,,,19,100,,fx/effect/teleport,,,,,fx/effect/death_flash_med_mm,,,,50,,fx/effect/ps_champion_aura_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mount_fox_06,,,,,,,,,,,,,,sc3d/pf_mount_fox_tophat,,,Mount,,,150,,,,,,,,,,1100,1100,300,300,,,,,,,,,,,,,,,,,,,,,100,100,,,19,100,,fx/effect/teleport,,,,,fx/effect/death_flash_med_mm,,,,50,,fx/effect/ps_champion_aura_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mount_fox_07,,,,,,,,,,,,,,sc3d/pf_mount_fox_oni,,,Mount,,,150,,,,,,,,,,1100,1100,300,300,,,,,,,,,,,,,,,,,,,,,100,100,,,19,100,,fx/effect/teleport,,,,,fx/effect/death_flash_med_mm,,,,50,,fx/effect/ps_champion_aura_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mount_fox_08,,,,,,,,,,,,,,sc3d/pf_mount_fox_bot,,,Mount,,,150,,,,,,,,,,1100,1100,300,300,,,,,,,,,,,,,,,,,,,,,100,100,,,19,100,,fx/effect/teleport,,,,,fx/effect/death_flash_med_mm,,,,50,,fx/effect/ps_champion_aura_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mount_fox_09,,,,,,,,,,,,,,sc3d/pf_mount_fox_scoundrel,,,Mount,,,150,,,,,,,,,,1100,1100,300,300,,,,,,,,,,,,,,,,,,,,,100,100,,,19,100,,fx/effect/teleport,,,,,fx/effect/death_flash_med_mm,,,,50,,fx/effect/ps_champion_aura_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mount_drake_01,,,,,,,,,,,,,,sc3d/pf_mount_drake_base,,,Mount,,,150,,,,,,,,,,1100,1100,300,300,,,,,,,,,,,,,,,,,,,,,100,100,,,19,100,,fx/effect/teleport,,,,,fx/effect/death_flash_med_mm,,,,50,,fx/effect/ps_champion_aura_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mount_drake_02,,,,,,,,,,,,,,sc3d/pf_mount_drake_base,,,Mount,,,150,,,,,,,,,,1100,1100,300,300,,,,,,,,,,,,,,,,,,,,,100,100,,,19,100,,fx/effect/teleport,,,,,fx/effect/death_flash_med_mm,,,,50,,fx/effect/ps_champion_aura_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mount_drake_03,,,,,,,,,,,,,,sc3d/pf_mount_drake_base,,,Mount,,,150,,,,,,,,,,1100,1100,300,300,,,,,,,,,,,,,,,,,,,,,100,100,,,19,100,,fx/effect/teleport,,,,,fx/effect/death_flash_med_mm,,,,50,,fx/effect/ps_champion_aura_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mount_drake_04,,,,,,,,,,,,,,sc3d/pf_mount_drake_base,,,Mount,,,150,,,,,,,,,,1100,1100,300,300,,,,,,,,,,,,,,,,,,,,,100,100,,,19,100,,fx/effect/teleport,,,,,fx/effect/death_flash_med_mm,,,,50,,fx/effect/ps_champion_aura_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mount_drake_05,,,,,,,,,,,,,,sc3d/pf_mount_drake_base,,,Mount,,,150,,,,,,,,,,1100,1100,300,300,,,,,,,,,,,,,,,,,,,,,100,100,,,19,100,,fx/effect/teleport,,,,,fx/effect/death_flash_med_mm,,,,50,,fx/effect/ps_champion_aura_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mount_drake_06,,,,,,,,,,,,,,sc3d/pf_mount_drake_base,,,Mount,,,150,,,,,,,,,,1100,1100,300,300,,,,,,,,,,,,,,,,,,,,,100,100,,,19,100,,fx/effect/teleport,,,,,fx/effect/death_flash_med_mm,,,,50,,fx/effect/ps_champion_aura_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mount_lizard_01,,,,,,,,,,,,,,sc3d/pf_mount_lizard_base,,,Mount,,,150,,,,,,,,,,1100,1100,300,300,,,,,,,,,,,,,,,,,,,,,100,100,,,19,100,,fx/effect/teleport,,,,,fx/effect/death_flash_med_mm,,,,50,,fx/effect/ps_champion_aura_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mount_lizard_02,,,,,,,,,,,,,,sc3d/pf_mount_lizard_base,,,Mount,,,150,,,,,,,,,,1100,1100,300,300,,,,,,,,,,,,,,,,,,,,,100,100,,,19,100,,fx/effect/teleport,,,,,fx/effect/death_flash_med_mm,,,,50,,fx/effect/ps_champion_aura_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mount_lizard_03,,,,,,,,,,,,,,sc3d/pf_mount_lizard_base,,,Mount,,,150,,,,,,,,,,1100,1100,300,300,,,,,,,,,,,,,,,,,,,,,100,100,,,19,100,,fx/effect/teleport,,,,,fx/effect/death_flash_med_mm,,,,50,,fx/effect/ps_champion_aura_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mount_lizard_04,,,,,,,,,,,,,,sc3d/pf_mount_lizard_base,,,Mount,,,150,,,,,,,,,,1100,1100,300,300,,,,,,,,,,,,,,,,,,,,,100,100,,,19,100,,fx/effect/teleport,,,,,fx/effect/death_flash_med_mm,,,,50,,fx/effect/ps_champion_aura_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mount_lizard_05,,,,,,,,,,,,,,sc3d/pf_mount_lizard_base,,,Mount,,,150,,,,,,,,,,1100,1100,300,300,,,,,,,,,,,,,,,,,,,,,100,100,,,19,100,,fx/effect/teleport,,,,,fx/effect/death_flash_med_mm,,,,50,,fx/effect/ps_champion_aura_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mount_lizard_06,,,,,,,,,,,,,,sc3d/pf_mount_lizard_base,,,Mount,,,150,,,,,,,,,,1100,1100,300,300,,,,,,,,,,,,,,,,,,,,,100,100,,,19,100,,fx/effect/teleport,,,,,fx/effect/death_flash_med_mm,,,,50,,fx/effect/ps_champion_aura_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mount_fatcat_01,,,,,,,,,,,,,,sc3d/pf_mount_bird_base,,,Mount,,,150,,,,,,,,,,1100,1100,300,300,,,,,,,,,,,,,,,,,,,,,100,100,,,19,100,,fx/effect/teleport,,,,,fx/effect/death_flash_med_mm,,,,50,,fx/effect/ps_champion_aura_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mount_fatcat_02,,,,,,,,,,,,,,sc3d/pf_mount_bird_base,,,Mount,,,150,,,,,,,,,,1100,1100,300,300,,,,,,,,,,,,,,,,,,,,,100,100,,,19,100,,fx/effect/teleport,,,,,fx/effect/death_flash_med_mm,,,,50,,fx/effect/ps_champion_aura_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mount_fatcat_03,,,,,,,,,,,,,,sc3d/pf_mount_bird_base,,,Mount,,,150,,,,,,,,,,1100,1100,300,300,,,,,,,,,,,,,,,,,,,,,100,100,,,19,100,,fx/effect/teleport,,,,,fx/effect/death_flash_med_mm,,,,50,,fx/effect/ps_champion_aura_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mount_fatcat_04,,,,,,,,,,,,,,sc3d/pf_mount_bird_base,,,Mount,,,150,,,,,,,,,,1100,1100,300,300,,,,,,,,,,,,,,,,,,,,,100,100,,,19,100,,fx/effect/teleport,,,,,fx/effect/death_flash_med_mm,,,,50,,fx/effect/ps_champion_aura_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mount_06_01,,,,,,,,,,,,,,sc3d/pf_mount_steed_base2,,,Mount,,,150,,,,,,,,,,1100,1100,300,300,,,,,,,,,,,,,,,,,,,,,100,100,,,19,100,,fx/effect/teleport,,,,,fx/effect/death_flash_med_mm,,,,50,,fx/effect/ps_champion_aura_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mount_06_02,,,,,,,,,,,,,,sc3d/pf_mount_steed_base,,,Mount,,,150,,,,,,,,,,1100,1100,300,300,,,,,,,,,,,,,,,,,,,,,100,100,,,19,100,,fx/effect/teleport,,,,,fx/effect/death_flash_med_mm,,,,50,,fx/effect/ps_champion_aura_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mount_06_03,,,,,,,,,,,,,,sc3d/pf_mount_steed_base,,,Mount,,,150,,,,,,,,,,1100,1100,300,300,,,,,,,,,,,,,,,,,,,,,100,100,,,19,100,,fx/effect/teleport,,,,,fx/effect/death_flash_med_mm,,,,50,,fx/effect/ps_champion_aura_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mount_06_04,,,,,,,,,,,,,,sc3d/pf_mount_steed_base,,,Mount,,,150,,,,,,,,,,1100,1100,300,300,,,,,,,,,,,,,,,,,,,,,100,100,,,19,100,,fx/effect/teleport,,,,,fx/effect/death_flash_med_mm,,,,50,,fx/effect/ps_champion_aura_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mount_moth_01,,,,,,,,,,,,,,sc3d/pf_prismaticbug_mount_legendary_01_a,,,Mount,,,150,,,,,,,,,,1100,1100,300,300,,,,,,,,,,,,,,,,,,,,,100,100,,,27,100,,fx/effect/teleport,,,,,fx/effect/death_flash_med_mm,,,,50,,fx/effect/ps_champion_aura_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EasterEgg1,,,,,,,,TID_EASTER_EGG1,TID_EASTER_EGG1_INGAME,,EasterEgg1Event,,,sc3d/pf_manny,,,Npc,100,1,150,,,,,,3000,,,,1100,1100,300,300,,,,,,,,,,,,,,,,,,,16,16,150,,200,,13,100,,fx/effect/gen_spawn,,,,,,,,,50,,fx/effect/ps_champion_aura_01,,EasterEggXP,,,,,,,,,,,,20,,,,45,,,,npc_manny_dialog_give_gifts,fmod_studio_sounds/characters_common/dialog_popup_close,,,,,1800,,,
EasterEgg2,,,,,,,,TID_EASTER_EGG2,TID_EASTER_EGG2_INGAME,,EasterEgg2Event,,,sc3d/pf_luna,,,Npc,100,1,150,,,,,,3000,,,,1100,1100,300,300,,,,,,,,,,,,,,,,,,,16,16,150,,200,,13,100,,fx/effect/gen_spawn,,,,,,,,,50,,fx/effect/ps_champion_aura_01,,EasterEggXP,,,,,,,,,,,,20,,,,45,,,,npc_luna_dialog_give_gifts,fmod_studio_sounds/characters_common/dialog_popup_close,,,,,1800,,,
