Name,IconAsset,NPCCountPercent,NPCSpawnFrequencySec,MinimumBlockedSeconds,NPC,Pets,PetCount,Level,SummonLevel,Resource,ChestIndex,PatrolChance,TargetZone,TargetZone2,IsAmbush,AmbushOverride,AmbushDistanceTiles,AmbushDelaySeconds,AmbushHeightOverride,EliteChance,MegaEliteChance,SpawnFrequencyOffsetSeconds,SpawnChancePercent,NPCWeight,IgnoreOtherCharactersOnSpawn,IgnoreLootScreen,AggroRequirement,Tag,ForceSpawnOtherZonesDistance,ForceSpawnEnemiesMinCount,ForceSpawnEnemiesMaxCount,MultipleSpawnsChancePermille,MultipleSpawnsMinCount,MultipleSpawnsMaxCount,PatrolPickupRadius,PatrolPickupMinCount,PatrolPickupMaxCount
W00_SOLO_DG7_Weak,sc/editor.sc#zone_21,100,,300,BeetleWeakDasher,,,30,,,,,,,,,5,,,,,,100,1,,,,,,,,,,,4,10,10
W00_SOLO_DG8_Strong,sc/editor.sc#zone_21,100,,300,BeetleStrongMelee,,,35,,,,,,,,,5,,,,,,100,1,,,,,,,,,,,4,10,10
W00_SOLO_DG8_Strong2,sc/editor.sc#zone_21,100,,300,BeetleStrongSummoner,,,34,,,,,,,,,5,,,,,,100,1,,,,,,,,,,,4,10,10
W00_SOLO_DG8_Strong3,sc/editor.sc#zone_21,100,,300,BeetleStrongMeleeV2,,,35,,,,,,,,,5,,,,,,100,1,,,,,,,,,,,4,10,10
W00_SOLO_DG9_Boss,sc/editor.sc#zone_21,100,,300,DragonlingRaidBoss2,,,20,15,,,,,,,,5,,,,,,100,1,,,,,,,,,,,4,10,10
W00_SOLO_DG10_Strong,sc/editor.sc#zone_21,100,,300,ShootingPlantHard,,,20,,,,,,,,,5,,,,,,100,1,,,,,,,,,,,4,10,10
W00_SOLO_DG10_Weak,sc/editor.sc#zone_21,100,,300,ShootingPlantMinionHard,,,25,,,,,,,,,5,,,,,,100,1,,,,,,,,,,,4,10,10
W00_SOLO_DG11_Strong,sc/editor.sc#zone_21,100,,300,DragonlingStrongChargerV2,,,25,,,,,,,,,5,,,,,,100,1,,,,,,,,,,,4,10,10
W00_SOLO_DG11_Strong2,sc/editor.sc#zone_21,100,,300,DragonlingStrongHealer,,,25,,,,,,,,,5,,,,,,100,1,,,,,,,,,,,4,10,10
W00_SOLO_DG11_Strong3,sc/editor.sc#zone_21,100,,300,DragonlingStrongJumperV2,,,25,,,,,,,,,5,,,,,,100,1,,,,,,,,,,,4,10,10
W00_SOLO_DG12_Boss,sc/editor.sc#zone_21,100,,300,BeetleBossMedium,,,30,,,,,,,,,5,,,,,,100,1,,,,,,,,,,,4,10,10
W00_SOLO_DG13_Strong,sc/editor.sc#zone_21,100,,300,DragonlingStrongStatueEnemy,,,40,,,,,,,,,5,,,,,,100,1,,,,,,,,,,,4,10,10
W00_SOLO_DG14_Weak,sc/editor.sc#zone_21,100,,300,BeetleWeakRanged,,,40,,,,,,,,,5,,,,,,100,1,,,,,,,,,,,4,10,10
W00_SOLO_DG14_Strong,sc/editor.sc#zone_21,100,,300,DragonlingStrongSniper,,,30,,,,,,,,,5,,,,,,100,1,,,,,,,,,,,4,10,10
W00_SOLO_DG14_Strong2,sc/editor.sc#zone_21,100,,300,DragonlingStrongJumperV2,,,30,,,,,,,,,5,,,,,,100,1,,,,,,,,,,,4,10,10
W00_SOLO_DG15_Boss,sc/editor.sc#zone_21,100,,300,BeetleBossSlime,,,45,,,,,,,,,5,,,,,,100,1,,,,,,,,,,,4,10,10
W00_SOLO_DG16_Weak,sc/editor.sc#zone_21,100,,300,CatRetreatingCrab,,,15,,,,,,,,,5,,,,,,100,1,,,,,,,,,,,4,10,10
W00_SOLO_DG16_Strong,sc/editor.sc#zone_21,100,,300,CatStrongMelee2,,,40,,,,,,,,,5,,,,,,100,1,,,,,,,,,,,4,10,10
W00_SOLO_DG17_Group,sc/editor.sc#zone_8,100,,300,CatWeakMelee,,,50,,,,1000,,,,,5,,,,,,100,1,,,,,,,,,,,4,10,10
W00_SOLO_DG17_GroupMinion,sc/editor.sc#zone_8,100,,300,CatWeakMeleeSmall,,,55,,,,,,,,,5,,,,,,100,1,,,,,,,,,,,4,10,10
W00_SOLO_DG17_Group2,sc/editor.sc#zone_8,100,,300,CatWeakRanged,,,50,,,,1000,,,,,5,,,,,,100,1,,,,,,,,,,,4,10,10
W00_SOLO_DG17_Group2Minion,sc/editor.sc#zone_8,100,,300,CatWeakRangedSmall,,,55,,,,,,,,,5,,,,,,100,1,,,,,,,,,,,4,10,10
W00_SOLO_DG17_Group3,sc/editor.sc#zone_8,100,,300,CatStrongSupport,,,45,,,,1000,,,,,5,,,,,,100,1,,,,,,,,,,,4,10,10
W00_SOLO_DG17_Group3Minion,sc/editor.sc#zone_8,100,,300,CatStrongMelee2,,,45,,,,,,,,,5,,,,,,100,1,,,,,,,,,,,4,10,10
W00_SOLO_DG18_Strong,sc/editor.sc#zone_21,100,,300,CatStrongSupport,,,45,,,,,,,,,5,,,,,,100,1,,,,,,,,,,,4,10,10
W00_SOLO_DG18_Strong2,sc/editor.sc#zone_21,100,,300,CatWeakRanged,,,45,,,,,,,,,5,,,,,,100,1,,,,,,,,,,,4,10,10
W00_SOLO_DG18_Boss,sc/editor.sc#zone_21,100,,300,CatBossFishermanOpen,,,50,,,,,,,,,5,,,,,,100,1,,,,,,,,,,,4,10,10
W00_SOLO_DG18_Boss2,sc/editor.sc#zone_21,100,,300,CatBossArcherOpen,,,50,,,,,,,,,5,,,,,,100,1,,,,,,,,,,,4,10,10
FightingLunaDungeon,sc/editor.sc#zone_21,100,0,,FightingLunaDungeon,,,1,,,,,,,,,,,,,,,100,1,,,,,,,,,,,,,
W00_SOLO_INTRO1_NPC,sc/editor.sc#zone_21,100,,300,FightingLunaSolo,,,1,,,,,,,,,5,,,,,,100,1,,,,,,,,,,,4,10,10
W00_SOLO_INTRO1_Weak,sc/editor.sc#zone_21,100,,300,DragonlingWeakMelee,,,15,,,,,,,,,5,,,,,,100,1,,,,,,,,,,,4,10,10
W00_SOLO_INTRO1_Weak2,sc/editor.sc#zone_21,100,,300,DragonlingWeakRanged,,,15,,,,,,,,,5,,,,,,100,1,,,,,,,,,,,4,10,10
W00_SOLO_INTRO1_Strong,sc/editor.sc#zone_21,100,,300,DragonlingStrongSlammer,,,15,,,,,,,,,5,,,,,,100,1,,,,,,,,,,,4,10,10
W00_SOLO_INTRO1_Strong2,sc/editor.sc#zone_21,100,,300,DragonlingStrongJumper,,,20,,,,,,,,,5,,,,,,100,1,,,,,,,,,,,4,10,10
W00_SOLO_INTRO2_NPC,sc/editor.sc#zone_21,100,,300,FightingLunaSolo2,,,1,,,,,,,,,5,,,,,,100,1,,,,,,,,,,,4,10,10
W00_SOLO_INTRO2_Strong,sc/editor.sc#zone_21,100,,300,DragonlingStrongJumper,,,20,,,,,,,,,5,,,,,,100,1,,,,,,,,,,,4,10,10
W00_SOLO_INTRO2_Strong2,sc/editor.sc#zone_21,100,,300,DragonlingStrongMelee,,,25,,,,,,,,,5,,,,,,100,1,,,,,,,,,,,4,10,10
W00_SOLO_INTRO2_Strong3,sc/editor.sc#zone_21,100,,300,DragonlingStrongCharger,,,25,,,,,,,,,5,,,,,,100,1,,,,,,,,,,,4,10,10
W00_SOLO_INTRO3_NPC,sc/editor.sc#zone_21,100,,300,FightingLunaSolo3,,,1,,,,,,,,,5,,,,,,100,1,,,,,,,,,,,4,10,10
W00_SOLO_INTRO3_Boss,sc/editor.sc#zone_21,100,,300,DragonlingBossEasy,,,11,,,,,,,,,5,,,,,,100,1,,,,,,,,,,,4,10,10
W00_SOLO_INTRO3_Boss2,sc/editor.sc#zone_21,100,,300,DragonlingBossEasy,,,11,,,,,,,,,5,,,,,,100,1,,,,,,,,,,,4,10,10
W00_SOLO_INTRO3_Boss3,sc/editor.sc#zone_21,100,,300,DragonlingDungeonBossOpen,,,16,,,,,,,,,5,,,,,,100,1,,,,,,,,,,,4,10,10
W00_SOLO_INTRO3_Strong,sc/editor.sc#zone_21,100,,300,DragonlingStrongCharger,,,16,,,,,,,,,5,,,,,,100,1,,,,,,,,,,,4,10,10
W00_SOLO_INTRO3_Strong2,sc/editor.sc#zone_21,100,,300,BeetleStrongKnight,,,12,,,,,,,,,5,,,,,,100,1,,,,,,,,,,,4,10,10
W00_SOLO_INTRO3_Strong3,sc/editor.sc#zone_21,100,,300,DragonlingStrongMelee,,,16,,,,,,,,,5,,,,,,100,1,,,,,,,,,,,4,10,10
W00_Tutorial_Arena_NPC,sc/editor.sc#zone_21,100,0,,FightingLunaTutorial,,,1,,,,,,,,,5,,,,,,100,1,,,,,,,,,,,,,
,,,120,,DragonlingEscort,,,1,,,,,,,,,5,,,,,,,0,,,,,,,,,,,,,
,,,120,,DragonlingEscort,,,1,,,,,,,,,5,,,,,,,0,,,,,,,,,,,,,
W00_Tutorial_Arena_01,sc/editor.sc#zone_21,100,5,,DragonlingBossEasyTutorial,,,1,,,,,,,,,5,,,,,,100,1,,,,,,,,,,,,,
,,,120,,DragonlingDungeonBossTutorial,,,1,,,,,,,,,5,,,,,,,1,,,,,,,,,,,,,
,,,120,,DragonlingRaidBoss2Tutorial,,,1,,,,,,,,,5,,,,,,,1,,,,,,,,,,,,,
W00_Tutorial_Arena_02,sc/editor.sc#zone_21,100,5,,DragonlingWeakMeleeTutorial,,,1,,,,,,,,,5,,,,,,100,1,,,,,,,,,,,,,
,,,120,,DragonlingWeakMeleeTutorial,,,1,,,,,,,,,5,,,,,,,1,,,,,,,,,,,,,
,,,120,,DragonlingStrongSlammerTutorial,,,1,,,,,,,,,5,,,,,,,1,,,,,,,,,,,,,
W00_Tutorial_Arena_03,sc/editor.sc#zone_21,100,5,,DragonlingWeakMeleeTutorial,,,1,,,,,,,,,5,,,,,,100,1,,,,,,,,,,,,,
,,,120,,DragonlingWeakMeleeTutorial,,,1,,,,,,,,,5,,,,,,,1,,,,,,,,,,,,,
,,,120,,DragonlingStrongSlammerTutorial,,,1,,,,,,,,,5,,,,,,,1,,,,,,,,,,,,,
W00_Tutorial_Arena_04,sc/editor.sc#zone_21,100,5,,DragonlingWeakMeleeTutorial,,,1,,,,,,,,,5,,,,,,100,1,,,,,,,,,,,,,
,,,120,,DragonlingWeakMeleeTutorial,,,1,,,,,,,,,5,,,,,,,1,,,,,,,,,,,,,
,,,120,,DragonlingStrongSlammerTutorial,,,1,,,,,,,,,5,,,,,,,1,,,,,,,,,,,,,
W00_Tutorial_Arena_05,sc/editor.sc#zone_21,100,5,,DragonlingWeakMeleeTutorial,,,1,,,,,,,,,5,,,,,,100,1,,,,,,,,,,,,,
,,,120,,DragonlingStrongSlammerTutorial,,,1,,,,,,,,,5,,,,,,,1,,,,,,,,,,,,,
,,,120,,DragonlingStrongSlammerTutorial,,,1,,,,,,,,,5,,,,,,,1,,,,,,,,,,,,,
W00_Tutorial_Arena_06,sc/editor.sc#zone_21,100,5,,DragonlingWeakMeleeTutorial,,,1,,,,,,,,,5,,,,,,100,1,,,,,,,,,,,,,
,,,120,,DragonlingStrongSlammerTutorial,,,1,,,,,,,,,5,,,,,,,1,,,,,,,,,,,,,
,,,120,,DragonlingStrongSlammerTutorial,,,1,,,,,,,,,5,,,,,,,1,,,,,,,,,,,,,
TEST_EVENT_01,sc/editor.sc#zone_21,100,5,5,FightingNpcEvent,,,1,,,,,,,,,5,,,,,,100,1,TRUE,,,,,,,,,,,,
TEST_EVENT_02,sc/editor.sc#zone_21,100,5,5,CoinBoxEvent,,,1,,,,,,,,,5,,,,,,100,1,TRUE,,,,,,,,,,,,
TEST_EVENT_03,sc/editor.sc#zone_21,100,5,5,EscortNpcEvent,,,1,,,,,,,,,5,,,,,,100,1,TRUE,,,,,,,,,,,,
TEST_EVENT_04,sc/editor.sc#zone_21,100,5,5,VaultEvent,,,1,,,,,,,,,5,,,,,,100,1,TRUE,,,,,,,,,,,,
TEST_EVENT_05,sc/editor.sc#zone_21,100,5,5,LootBugEvent,,,1,,,,,,,,,5,,,,,,100,1,TRUE,,,,,,,,,,,,
TEST_EVENT_06,sc/editor.sc#zone_21,100,5,5,PrisonEvent,,,1,,,,,,,,,5,,,,,,100,1,TRUE,,,,,,,,,,,,
TEST_EVENT_07,sc/editor.sc#zone_21,100,5,5,PrisonerNpc,,,1,,,,,,,,,5,,,,,,100,1,TRUE,,,,,,,,,,,,
TEST_EVENT_08,sc/editor.sc#zone_21,100,5,5,WagonEvent,,,1,,,,1000,,,,,5,,,,,,100,1,TRUE,,,,,,,,,,,,
TEST_EVENT_09,sc/editor.sc#zone_21,100,5,5,ProtectNpcEvent,,,1,,,,,,,,,5,,,,,,100,1,TRUE,,,,,,,,,,,,
TEST_EVENT_10,sc/editor.sc#zone_21,100,5,5,RunningNpcEvent,,,1,,,,,,,,,5,,,,,,100,1,TRUE,,,,,,,,,,,,
TEST_EVENT_11,sc/editor.sc#zone_21,100,5,5,RunningResearcherEvent,,,1,,,,,,,,,5,,,,,,100,1,TRUE,,,,,,,,,,,,
TEST_EVENT_12,sc/editor.sc#zone_21,100,5,5,CoinBoxEvent,,,1,,,,,,,,,5,,,,,,100,1,TRUE,,,,,,,,,,,,
TEST_EVENT_13,sc/editor.sc#zone_21,100,5,5,CoinBoxEvent,,,1,,,,,,,,,5,,,,,,100,1,TRUE,,,,,,,,,,,,
TEST_EVENT_14,sc/editor.sc#zone_21,100,5,5,CoinBoxEvent,,,1,,,,,,,,,5,,,,,,100,1,TRUE,,,,,,,,,,,,
TEST_EVENT_15,sc/editor.sc#zone_21,100,5,5,CoinBoxEvent,,,1,,,,,,,,,5,,,,,,100,1,TRUE,,,,,,,,,,,,
TEST_EVENT_16,sc/editor.sc#zone_21,100,5,5,CoinBoxEvent,,,1,,,,,,,,,5,,,,,,100,1,TRUE,,,,,,,,,,,,
TEST_EVENT_ENEMY_01,sc/editor.sc#zone_21,100,5,5,DragonlingWeakMeleeSmall,,,1,,,,,,,,,5,,,,,,100,1,TRUE,,,,,,,,,,,,
TEST_EVENT_ENEMY_02,sc/editor.sc#zone_21,100,5,5,DragonlingWeakRangedSmall,,,1,,,,,,,,,5,,,,,,100,1,TRUE,,,,,,,,,,,,
TEST_EVENT_ENEMY_03,sc/editor.sc#zone_21,100,5,5,DragonlingStrongSlammer,,,1,,,,,,,,,5,,,,,,100,1,TRUE,,,,,,,,,,,,
TEST_EVENT_ENEMY_04,sc/editor.sc#zone_21,100,5,5,DragonlingBossEasy,,,1,,,,,,,,,5,,,,,,100,1,TRUE,,,,,,,,,,,,
TEST_EVENT_ENEMY_05,sc/editor.sc#zone_21,100,5,5,DragonlingStrongCharger,,,1,,,,,,,,,5,,,,,,100,1,TRUE,,,,,,,,,,,,
TEST_EVENT_ENEMY_06,sc/editor.sc#zone_21,100,5,5,DragonlingStrongMelee,,,1,,,,,,,,,5,,,,,,100,1,TRUE,,,,,,,,,,,,
TEST_ENEMY_01,sc/editor.sc#zone_21,100,5,30,ChaosJumper,,,1,,,,,,,,,5,,,,,,100,1,TRUE,,,,,,,,,,,,
TEST_ENEMY_02,sc/editor.sc#zone_21,100,5,30,ChaosCharger,,,1,,,,,,,,,5,,,,,,100,1,TRUE,,,,,,,,,,,,
TEST_ENEMY_03,sc/editor.sc#zone_21,100,5,30,ChaosShootingPlant,,,1,,,,,,,,,5,,,,,,100,1,TRUE,,,,,,,,,,,,
TEST_ENEMY_04,sc/editor.sc#zone_21,100,5,30,ChaosJuggler,,,1,,,,,,,,,5,,,,,,100,1,TRUE,,,,,,,,,,,,
TEST_ENEMY_05,sc/editor.sc#zone_21,100,5,30,ChaosKnight,,,1,,,,,,,,,5,,,,,,100,1,TRUE,,,,,,,,,,,,
TEST_ENEMY_06,sc/editor.sc#zone_21,100,5,30,ChaosSpitter,,,1,,,,,,,,,5,,,,,,100,1,TRUE,,,,,,,,,,,,
TEST_ENEMY_07,sc/editor.sc#zone_21,100,5,30,ChaosExecutioner,,,1,,,,,,,,,5,,,,,,100,1,TRUE,,,,,,,,,,,,
TEST_ENEMY_08,sc/editor.sc#zone_21,100,5,30,ChaosStatue,,,1,,,,,,,,,5,,,,,,100,1,TRUE,,,,,,,,,,,,
TEST_ENEMY_09,sc/editor.sc#zone_21,100,5,30,BeetleStrongBurrower,,,1,,,,,,,,,5,,,,,,100,1,TRUE,,,,,,,,,,,,
TEST_ENEMY_10,sc/editor.sc#zone_21,100,5,30,BeetleStrongNeedler,,,1,,,,,,,,,5,,,,,,100,1,TRUE,,,,,,,,,,,,
TEST_ENEMY_11,sc/editor.sc#zone_21,100,5,30,BeetleStrongBarrager,,,1,,,,,,,,,5,,,,,,100,1,TRUE,,,,,,,,,,,,
TEST_ENEMY_12,sc/editor.sc#zone_21,100,5,30,BeetleBugHole,,,1,,,,,,,,,5,,,,,,100,1,TRUE,,,,,,,,,,,,
TEST_AMBUSH_JUMP,sc/editor.sc#zone_21,100,5,5,DragonlingWeakMelee,,,1,,,,,,,TRUE,,5,,,,,,100,1,TRUE,,,,,,,,,,,,
TEST_AMBUSH_GROUND,sc/editor.sc#zone_21,100,5,5,BeetleWeakMelee,,,1,,,,,,,TRUE,1,5,,,,,,100,1,TRUE,,,,,,,,,,,,
TEST_AMBUSH_PORTAL,sc/editor.sc#zone_21,100,5,5,CatWeakMelee,,,1,,,,,,,TRUE,2,5,,,,,,100,1,TRUE,,,,,,,,,,,,
TEST_AMBUSH_DOOR,sc/editor.sc#zone_21,100,5,5,BeetleWeakMelee,,,1,,,,,G,,TRUE,3,5,,,,,,100,1,TRUE,,,,,,,,,,,,
HealingDummy,sc/editor.sc#zone_0,100,99,99,HealingDummy,,,1,,,,,,,,,5,,,,,,100,1,TRUE,,,,,,,,,,,,
ArenaHouse,sc/editor.sc#zone_21,100,0,,ArenaHouse,,,1,,,,,,,,,,,,,,,100,1,,,,,,,,,,,,,
,,,120,,DragonlingEscort,,,1,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,
,,,120,,DragonlingEscort,,,1,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,
,,,120,,DragonlingEscort,,,1,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,
,,,120,,DragonlingEscort,,,1,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,
,,,120,,DragonlingEscort,,,1,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,
,,,120,,DragonlingEscort,,,1,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,
,,,120,,DragonlingEscort,,,1,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,
,,,120,,DragonlingEscort,,,1,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,
,,,120,,DragonlingEscort,,,1,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,
W00_Park_Arena_1,sc/editor.sc#zone_21,100,5,0,DragonlingWeakMelee,,,10,,,,,,,,,5,,,,,,100,1,,,,,,,,1000,1,1,,,
,,,120,,DragonlingWeakMelee,,,10,,,,,,,,,5,,,,,,,1,,,,,,,,1000,1,1,,,
,,,120,,DragonlingWeakRanged,,,10,,,,,,,,,5,,,,,,,1,,,,,,,,,,,,,
,,,120,,DragonlingWeakRanged,,,10,,,,,,,,,5,,,,,,,1,,,,,,,,,,,,,
,,,120,,DragonlingStrongSlammer,,,5,,,,,,,,,5,,,,,,,1,,,,,,,,,,,,,
,,,120,,DragonlingEscort,,,1,,,,,,,,,5,,,,,,,0,,,,,,,,,,,,,
,,,120,,DragonlingEscort,,,1,,,,,,,,,5,,,,,,,0,,,,,,,,,,,,,
,,,120,,DragonlingEscort,,,1,,,,,,,,,5,,,,,,,0,,,,,,,,,,,,,
,,,120,,DragonlingEscort,,,1,,,,,,,,,5,,,,,,,0,,,,,,,,,,,,,
,,,120,,DragonlingEscort,,,1,,,,,,,,,5,,,,,,,0,,,,,,,,,,,,,
W00_Park_Arena_2,sc/editor.sc#zone_21,100,5,0,DragonlingWeakRanged,,,10,,,,,,,,,5,,,,,,100,1,,,,,,,,,,,,,
,,,120,,DragonlingStrongSlammer,,,5,,,,,,,,,5,,,,,,,1,,,,,,,,,,,,,
,,,120,,DragonlingStrongSlammer,,,5,,,,,,,,,5,,,,,,,1,,,,,,,,,,,,,
,,,120,,DragonlingStrongJumper,,,10,,,,,,,,,5,,,,,,,1,,,,,,,,,,,,,
,,,120,,DragonlingStrongJumper,,,10,,,,,,,,,5,,,,,,,1,,,,,,,,,,,,,
,,,120,,DragonlingEscort,,,1,,,,,,,,,5,,,,,,,0,,,,,,,,,,,,,
,,,120,,DragonlingEscort,,,1,,,,,,,,,5,,,,,,,0,,,,,,,,,,,,,
,,,120,,DragonlingEscort,,,1,,,,,,,,,5,,,,,,,0,,,,,,,,,,,,,
,,,120,,DragonlingStrongJumper,,,10,,,,,,,,,5,,,,,,,1,,,,,,,,,,,,,
,,,120,,DragonlingEscort,,,1,,,,,,,,,5,,,,,,,0,,,,,,,,,,,,,
W00_Park_Arena_3,sc/editor.sc#zone_21,100,5,0,DragonlingEscort,,,1,,,,,,,,,5,,,,,,100,0,,,,,,,,,,,,,
,,,120,,DragonlingDungeonBossOpen,,,10,,,,,,,,,5,,,,,,,1,,,,,,,,,,,,,
,,,120,,DragonlingEscort,,,1,,,,,,,,,5,,,,,,,0,,,,,,,,,,,,,
,,,120,,DragonlingBossMediumOpen,,,10,,,,,,,,,5,,,,,,,1,,,,,,,,,,,,,
,,,120,,DragonlingEscort,,,1,,,,,,,,,5,,,,,,,0,,,,,,,,,,,,,
,,,120,,DragonlingBossSpiritOpen,,,15,,,,,,,,,5,,,,,,,1,,,,,,,,,,,,,
,,,120,,EasyPortal,,,10,,,,,,,,,5,,,,,,,1,,,,,,,,,,,,,
,,,120,,DragonlingStrongWhelp,,,15,,,,,,,,,5,,,,,,,1,,,,,,,,,,,,,
,,,120,,DragonlingEscort,,,1,,,,,,,,,5,,,,,,,0,,,,,,,,,,,,,
,,,120,,DragonlingStrongMelee,,,15,,,,,,,,,5,,,,,,,1,,,,,,,,,,,,,
W00_Park_Arena_4,sc/editor.sc#zone_21,100,5,0,DragonlingEscort,,,1,,,,,,,,,5,,,,,,100,0,,,,,,,,,,,,,
,,,120,,DragonlingEscort,,,1,,,,,,,,,5,,,,,,,0,,,,,,,,,,,,,
,,,120,,ShootingPlantHard,,,10,,,,,,,,,5,,,,,,,1,,,,,,,,,,,,,
,,,120,,DragonlingEscort,,,1,,,,,,,,,5,,,,,,,0,,,,,,,,,,,,,
,,,120,,ShootingPlantHard,,,10,,,,,,,,,5,,,,,,,1,,,,,,,,,,,,,
,,,120,,DragonlingEscort,,,1,,,,,,,,,5,,,,,,,0,,,,,,,,,,,,,
,,,120,,DragonlingEscort,,,1,,,,,,,,,5,,,,,,,0,,,,,,,,,,,,,
,,,120,,DragonlingStrongWhelp,,,15,,,,,,,,,5,,,,,,,1,,,,,,,,,,,,,
,,,120,,DragonlingStrongCharger,,,15,,,,,,,,,5,,,,,,,1,,,,,,,,,,,,,
,,,120,,DragonlingStrongMelee,,,15,,,,,,,,,5,,,,,,,1,,,,,,,,,,,,,
W00_Park_Arena_5,sc/editor.sc#zone_21,100,5,0,DragonlingEscort,,,1,,,,,,,,,5,,,,,,100,0,,,,,,,,,,,,,
,,,120,,DragonlingEscort,,,1,,,,,,,,,5,,,,,,,0,,,,,,,,,,,,,
,,,120,,DragonlingEscort,,,1,,,,,,,,,5,,,,,,,0,,,,,,,,,,,,,
,,,120,,DragonlingEscort,,,1,,,,,,,,,5,,,,,,,0,,,,,,,,,,,,,
,,,120,,DragonlingEscort,,,1,,,,,,,,,5,,,,,,,0,,,,,,,,,,,,,
,,,120,,DragonlingEscort,,,1,,,,,,,,,5,,,,,,,0,,,,,,,,,,,,,
,,,120,,DragonlingEscort,,,1,,,,,,,,,5,,,,,,,0,,,,,,,,,,,,,
,,,120,,DragonlingRaidBoss2Open,,,20,,,,,,,,,5,,,,,,,1,,,,,,,,,,,,,
,,,120,,DragonlingEscort,,,1,,,,,,,,,5,,,,,,,0,,,,,,,,,,,,,
,,,120,,DragonlingRaidBoss1Open,,,20,,,,,,,,,5,,,,,,,1,,,,,,,,,,,,,
W01_CH01_MONSTER_HUNT_01_Weak,sc/editor.sc#zone_21,25,,,DragonlingWeakMelee,,,10,,,,250,,,,,5,,,,,,100,3,,,,,,,,500,1,3,4,10,10
,,,,,DragonlingWeakRanged,,,10,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,
,,,,,DragonlingStrongSlammer,,,5,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,
,,,,,DragonlingStrongJumper,,,10,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,
W01_CH01_MONSTER_HUNT_01_Strong,sc/editor.sc#zone_21,10,,,DragonlingStrongCharger,,,15,,,,250,,,,,5,,,,,,100,3,,,,,,,,,,,4,10,10
,,,,,DragonlingStrongMelee,,,10,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,
,,,,,DragonlingStrongWhelp,,,10,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,
,,,,,DragonlingStrongJumperV2,,,15,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,
W01_CH01_MONSTER_HUNT_01_Ambush,sc/editor.sc#zone_21,50,5,30,DragonlingStrongJumper,,,10,,,,,,,TRUE,,7,,,,,,20,2,,,,,,,,500,1,1,4,10,10
,,,,,DragonlingStrongCharger,,,15,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,
,,,,,DragonlingStrongMelee,,,10,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,
W01_CH01_MONSTER_HUNT_01_Boss,sc/editor.sc#zone_21,50,,,DragonlingDungeonBossOpen,,,10,,,,1000,,,,,5,,,,,,100,1,,,,,,,,,,,4,10,10
,,,,,DragonlingBossMediumOpen,,,10,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,
,,,,,DragonlingBossSpiritOpen,,,15,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,
,,,,,DragonlingRaidBoss2Open,,,20,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,
,,,,,DragonlingRaidBoss1Open,,,20,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,
,,,,,DragonlingBossChargerOpen,,,20,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,
W02_CH01_MONSTER_HUNT_02_Weak,sc/editor.sc#zone_21,25,,,BeetleWeakMeleeSmall,,,10,,,,250,,,,,5,,,,,,100,1,,,,,,,,250,1,2,4,10,10
,,,,,BeetleWeakRangedSmall,,,10,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,
W02_CH01_MONSTER_HUNT_02_Strong,sc/editor.sc#zone_21,10,,,BeetleStrongKnight,,,10,,,,250,,,,,5,,,,,,100,3,,,,,,,,,,,4,10,10
,,,,,BeetleStrongRanged,,,10,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,
,,,,,BeetleStrongBlower,,,10,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,
,,,,,BeetleStrongMelee,,,10,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,
W02_CH01_MONSTER_HUNT_02_Ambush,sc/editor.sc#zone_21,50,5,30,BeetleWeakMeleeSmall,,,10,,,,,,,TRUE,,7,,,,,,10,3,,,,,,,,500,1,2,4,10,10
,,,,,BeetleWeakRangedSmall,,,10,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,
,,,,,BeetleStrongKnight,,,10,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,
W02_CH01_MONSTER_HUNT_02_Boss,sc/editor.sc#zone_21,100,,,BeetleBossMegaOverlord,,,24,10,,,,,,,,5,,,,,,100,1,,,,,,,,,,,4,10,10
