Name,OrderNumber,Disabled,Season,BlueprintWeight,BlueprintMap,UnlockXpLevel,RandomDropUnlockLevel,LevelOffset,StartLevelOffset,LevelCount,EstimatedXpLevel,TID,InfoTID,CastFailedTID,SkillButtonLabelTID,ForPlayer,IconAsset,GraphicsAsset,AnimationSet,Type,SubType,Mount,Skill,SkillUses,DebugInfo,SpecialUpgrade,Grade,Role,CraftEnergy,ConsumableCraftCost,HealthBuff,CriticalDamageChancePermille,CriticalWeaponChancePermille,CriticalHealingChancePermille,CriticalSpellChancePermille,CriticalPetChancePermille,DamageBuffPermille,WeaponDamageBuffPermille,HealingBuffPermille,SpeedBuffPermille,HealthBuffPermille,HealingReceivedBuffPermille,PetHealthBuffPermille,DamageReductionPermille,StunReductionPercent,HealingPerSecond,HealingPerSecondPermilleWhileMounted,MovementSpeedBuffPermilleAfterKill,AttackSpeedBuffPermille,ProjectileCountForProjectileGears,AttackAngleForProjectileGears,ComboSpeedPercent,ProjectileSpeedPercent,CooldownReductionPermille,DashCooldownReductionPermille,HealPerHit,HealClosestFriendlyPerHit,ExtraDamagePerHit,ExtraDamagePerAoeHit,ExtraDamagePerSpellHit,ExtraHealingPerHit,SkillDamageBuffPermille,ChanceToDodgePermille,DamageBuffPermilleBelow20,ShieldBlockPercentBigAttack,ShieldDamageReturn,ReflectedArrowDamage,AoeHealingPerHalfSecond,AoeDamagePerHalfSecond,AoePercentDamagePerHalfSecond,DeathHealing,DeathExplosionDamage,LightningDamagePerThreeSeconds,DamagePerSpell,PassiveDamageBuffPermille,CriticalPassiveChancePermille,PetDamageBuffPermille,PetAttackSpeedBuffPermille,RetaliationDamage,PetHealingPerHit,ShieldRefreshTimeMs,ShieldBlockAmount,InvisibleAfterNotAttackingMS,CustomTimeValue,AreaEffect,Projectile,Skill2,Range,HitsToExtraSkill,SpellsToExtraSkill,ExtraSkill,Scale,LoopingEffect,Effect,Effect2,Effect3,IgnoreWhiteDamageFlash,EquipSound,Requirement
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
glamlove_emoji_basic_01,,,,,,,,,,,,TID_glamlove_emoji_basic_01,,,,TRUE,sc/ui.sc#glamlove_emoji_basic_01,,,Emote,Emote,,glamlove_emoji_basic_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,soundbanks/Mobile/Home.bank#event:/SFX/Home/HomeWardrobeEquipEmote,
glamlove_emoji_basic_02,,,,,,,,,,,,TID_glamlove_emoji_basic_02,,,,TRUE,sc/ui.sc#glamlove_emoji_basic_02,,,Emote,Emote,,glamlove_emoji_basic_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,soundbanks/Mobile/Home.bank#event:/SFX/Home/HomeWardrobeEquipEmote,
glamlove_emoji_basic_03,,,,,,,,,,,,TID_glamlove_emoji_basic_03,,,,TRUE,sc/ui.sc#glamlove_emoji_basic_03,,,Emote,Emote,,glamlove_emoji_basic_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,soundbanks/Mobile/Home.bank#event:/SFX/Home/HomeWardrobeEquipEmote,
glamlove_gesture_epic_01,,,,,,,,,,,,TID_glamlove_gesture_epic_01,,,,TRUE,sc/ui.sc#glamlove_gesture_epic_01,,,Emote,Gesture,,glamlove_gesture_epic_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,soundbanks/Mobile/Home.bank#event:/SFX/Home/HomeWardrobeEquipEmote,
glamlove_gesture_epic_02,,,,,,,,,,,,TID_glamlove_gesture_epic_02,,,,TRUE,sc/ui.sc#glamlove_gesture_epic_02,,,Emote,Gesture,,glamlove_gesture_epic_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,soundbanks/Mobile/Home.bank#event:/SFX/Home/HomeWardrobeEquipEmote,
glamlove_mount_epic_01_a,,,,,,,,,,,,TID_glamlove_mount_epic_01_a,,,,TRUE,sc/ui.sc#icon_ride_01,,,Mount,,glamlove_mount_epic_01_a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,soundbanks/Mobile/Home.bank#event:/SFX/Home/HomeWardrobeEquipMountChonk,
glamlove_mount_epic_01_b,,,,,,,,,,,,TID_glamlove_mount_epic_01_b,,,,TRUE,sc/ui.sc#icon_ride_01,,,Mount,,glamlove_mount_epic_01_b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,soundbanks/Mobile/Home.bank#event:/SFX/Home/HomeWardrobeEquipMountChonk,
glamlove_mount_legendary_01_a,,,,,,,,,,,,TID_glamlove_mount_legendary_01_a,,,,TRUE,sc/ui.sc#icon_ride_01,,,Mount,,glamlove_mount_legendary_01_a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,soundbanks/Mobile/Home.bank#event:/SFX/Home/HomeWardrobeEquipMountBirdGlamLove,
glamlove_mount_legendary_01_b,,,,,,,,,,,,TID_glamlove_mount_legendary_01_b,,,,TRUE,sc/ui.sc#icon_ride_01,,,Mount,,glamlove_mount_legendary_01_b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,soundbanks/Mobile/Home.bank#event:/SFX/Home/HomeWardrobeEquipMountBirdGlamLove,
ferociousflora_mount_epic_01_a,,,,,,,,,,,,TID_ferociousflora_mount_epic_01_a,,,,TRUE,sc/ui.sc#icon_ride_01,,,Mount,,ferociousflora_mount_epic_01_a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,soundbanks/Mobile/Home.bank#event:/SFX/Home/HomeWardrobeEquipMountSteed,
ferociousflora_mount_epic_01_b,,,,,,,,,,,,TID_ferociousflora_mount_epic_01_b,,,,TRUE,sc/ui.sc#icon_ride_01,,,Mount,,ferociousflora_mount_epic_01_b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,soundbanks/Mobile/Home.bank#event:/SFX/Home/HomeWardrobeEquipMountSteed,
ferociousflora_emoji_basic_01,,,,,,,,,,,,TID_ferociousflora_emoji_basic_01,,,,TRUE,sc/ui.sc#ferociousflora_emoji_basic_01,,,Emote,Emote,,ferociousflora_emoji_basic_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,soundbanks/Mobile/Home.bank#event:/SFX/Home/HomeWardrobeEquipEmote,
ferociousflora_emoji_basic_02,,,,,,,,,,,,TID_ferociousflora_emoji_basic_02,,,,TRUE,sc/ui.sc#ferociousflora_emoji_basic_02,,,Emote,Emote,,ferociousflora_emoji_basic_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,soundbanks/Mobile/Home.bank#event:/SFX/Home/HomeWardrobeEquipEmote,
ferociousflora_emoji_basic_03,,,,,,,,,,,,TID_ferociousflora_emoji_basic_03,,,,TRUE,sc/ui.sc#ferociousflora_emoji_basic_03,,,Emote,Emote,,ferociousflora_emoji_basic_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,soundbanks/Mobile/Home.bank#event:/SFX/Home/HomeWardrobeEquipEmote,
ferociousflora_emoji_basic_04,,,,,,,,,,,,TID_ferociousflora_emoji_basic_04,,,,TRUE,sc/ui.sc#ferociousflora_emoji_basic_04,,,Emote,Emote,,ferociousflora_emoji_basic_04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,soundbanks/Mobile/Home.bank#event:/SFX/Home/HomeWardrobeEquipEmote,
ferociousflora_emoji_basic_05,,,,,,,,,,,,TID_ferociousflora_emoji_basic_05,,,,TRUE,sc/ui.sc#ferociousflora_emoji_basic_05,,,Emote,Emote,,ferociousflora_emoji_basic_05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,soundbanks/Mobile/Home.bank#event:/SFX/Home/HomeWardrobeEquipEmote,
ferociousflora_gesture_epic_01,,,,,,,,,,,,TID_ferociousflora_gesture_epic_01,,,,TRUE,sc/ui.sc#ferociousflora_gesture_epic_01,,,Emote,Gesture,,ferociousflora_gesture_epic_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,soundbanks/Mobile/Home.bank#event:/SFX/Home/HomeWardrobeEquipEmote,
roadwarrior_mount_legendary_01_a,,,,,,,,,,,,TID_roadwarrior_mount_legendary_01_a,,,,TRUE,sc/ui.sc#icon_ride_01,,,Mount,,roadwarrior_mount_legendary_01_a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,soundbanks/Mobile/Home.bank#event:/SFX/Home/HomeWardrobeEquipMountGnarley,
roadwarrior_mount_legendary_01_b,,,,,,,,,,,,TID_roadwarrior_mount_legendary_01_b,,,,TRUE,sc/ui.sc#icon_ride_01,,,Mount,,roadwarrior_mount_legendary_01_b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,soundbanks/Mobile/Home.bank#event:/SFX/Home/HomeWardrobeEquipMountGnarley,
roadwarrior_emoji_basic_01,,,,,,,,,,,,TID_roadwarrior_emoji_basic_01,,,,TRUE,sc/ui.sc#roadwarrior_emoji_basic_01,,,Emote,Emote,,roadwarrior_emoji_basic_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,soundbanks/Mobile/Home.bank#event:/SFX/Home/HomeWardrobeEquipEmote,
roadwarrior_emoji_basic_02,,,,,,,,,,,,TID_roadwarrior_emoji_basic_02,,,,TRUE,sc/ui.sc#roadwarrior_emoji_basic_02,,,Emote,Emote,,roadwarrior_emoji_basic_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,soundbanks/Mobile/Home.bank#event:/SFX/Home/HomeWardrobeEquipEmote,
roadwarrior_gesture_legendary_01,,,,,,,,,,,,TID_roadwarrior_gesture_legendary_01,,,,TRUE,sc/ui.sc#roadwarrior_gesture_legendary_01,,,Emote,Gesture,,roadwarrior_gesture_legendary_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,soundbanks/Mobile/Home.bank#event:/SFX/Home/HomeWardrobeEquipEmote,
musicalknight_mount_legendary_01_a,,,,,,,,,,,,TID_musicalknight_mount_legendary_01_a,,,,TRUE,sc/ui.sc#icon_ride_01,,,Mount,,musicalknight_mount_legendary_01_a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,soundbanks/Mobile/Home.bank#event:/SFX/Home/HomeWardrobeEquipMountTuff,
musicalknight_mount_legendary_01_b,,,,,,,,,,,,TID_musicalknight_mount_legendary_01_b,,,,TRUE,sc/ui.sc#icon_ride_01,,,Mount,,musicalknight_mount_legendary_01_b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,soundbanks/Mobile/Home.bank#event:/SFX/Home/HomeWardrobeEquipMountTuff,
musicalknight_emoji_basic_01,,,,,,,,,,,,TID_musicalknight_emoji_basic_01,,,,TRUE,sc/ui.sc#musicalknight_emoji_basic_01,,,Emote,Emote,,musicalknight_emoji_basic_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,soundbanks/Mobile/Home.bank#event:/SFX/Home/HomeWardrobeEquipEmote,
musicalknight_emoji_basic_02,,,,,,,,,,,,TID_musicalknight_emoji_basic_02,,,,TRUE,sc/ui.sc#musicalknight_emoji_basic_02,,,Emote,Emote,,musicalknight_emoji_basic_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,soundbanks/Mobile/Home.bank#event:/SFX/Home/HomeWardrobeEquipEmote,
musicalknight_emoji_basic_03,,,,,,,,,,,,TID_musicalknight_emoji_basic_03,,,,TRUE,sc/ui.sc#musicalknight_emoji_basic_03,,,Emote,Emote,,musicalknight_emoji_basic_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,soundbanks/Mobile/Home.bank#event:/SFX/Home/HomeWardrobeEquipEmote,
musicalknight_gesture_legendary_01,,,,,,,,,,,,TID_musicalknight_gesture_legendary_01,,,,TRUE,sc/ui.sc#musicalknight_gesture_legendary_01,,,Emote,Gesture,,musicalknight_gesture_legendary_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,soundbanks/Mobile/Home.bank#event:/SFX/Home/HomeWardrobeEquipEmote,
streetmedic_mount_epic_01_a,,,,,,,,,,,,TID_streetmedic_mount_epic_01_a,,,,TRUE,sc/ui.sc#icon_ride_01,,,Mount,,streetmedic_mount_epic_01_a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,soundbanks/Mobile/Home.bank#event:/SFX/Home/HomeWardrobeEquipMountChonk,
streetmedic_mount_epic_01_b,,,,,,,,,,,,TID_streetmedic_mount_epic_01_b,,,,TRUE,sc/ui.sc#icon_ride_01,,,Mount,,streetmedic_mount_epic_01_b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,soundbanks/Mobile/Home.bank#event:/SFX/Home/HomeWardrobeEquipMountChonk,
streetmedic_emoji_basic_01,,,,,,,,,,,,TID_streetmedic_emoji_basic_01,,,,TRUE,sc/ui.sc#streetmedic_emoji_basic_01,,,Emote,Emote,,streetmedic_emoji_basic_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,soundbanks/Mobile/Home.bank#event:/SFX/Home/HomeWardrobeEquipEmote,
streetmedic_emoji_basic_02,,,,,,,,,,,,TID_streetmedic_emoji_basic_02,,,,TRUE,sc/ui.sc#streetmedic_emoji_basic_02,,,Emote,Emote,,streetmedic_emoji_basic_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,soundbanks/Mobile/Home.bank#event:/SFX/Home/HomeWardrobeEquipEmote,
streetmedic_emoji_basic_03,,,,,,,,,,,,TID_streetmedic_emoji_basic_03,,,,TRUE,sc/ui.sc#streetmedic_emoji_basic_03,,,Emote,Emote,,streetmedic_emoji_basic_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,soundbanks/Mobile/Home.bank#event:/SFX/Home/HomeWardrobeEquipEmote,
streetmedic_gesture_epic_01,,,,,,,,,,,,TID_streetmedic_gesture_epic_01,,,,TRUE,sc/ui.sc#streetmedic_gesture_epic_01,,,Emote,Gesture,,streetmedic_gesture_epic_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,soundbanks/Mobile/Home.bank#event:/SFX/Home/HomeWardrobeEquipEmote,
streetmedic_gesture_epic_02,,,,,,,,,,,,TID_streetmedic_gesture_epic_02,,,,TRUE,sc/ui.sc#streetmedic_gesture_epic_02,,,Emote,Gesture,,streetmedic_gesture_epic_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,soundbanks/Mobile/Home.bank#event:/SFX/Home/HomeWardrobeEquipEmote,
streetmedic_gesture_legendary_01,,,,,,,,,,,,TID_streetmedic_gesture_legendary_01,,,,TRUE,sc/ui.sc#streetmedic_gesture_legendary_01,,,Emote,Gesture,,streetmedic_gesture_legendary_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,soundbanks/Mobile/Home.bank#event:/SFX/Home/HomeWardrobeEquipEmote,
cyberracer_mount_legendary_01_a,,,,,,,,,,,,TID_cyberracer_mount_legendary_01_a,,,,TRUE,sc/ui.sc#icon_ride_01,,,Mount,,cyberracer_mount_legendary_01_a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,soundbanks/Mobile/Home.bank#event:/SFX/Home/HomeWardrobeEquipMountGlidon,
cyberracer_mount_legendary_01_b,,,,,,,,,,,,TID_cyberracer_mount_legendary_01_b,,,,TRUE,sc/ui.sc#icon_ride_01,,,Mount,,cyberracer_mount_legendary_01_b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,soundbanks/Mobile/Home.bank#event:/SFX/Home/HomeWardrobeEquipMountGlidon,
cyberracer_emoji_basic_01,,,,,,,,,,,,TID_cyberracer_emoji_basic_01,,,,TRUE,sc/ui.sc#cyberracer_emoji_basic_01,,,Emote,Emote,,cyberracer_emoji_basic_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,soundbanks/Mobile/Home.bank#event:/SFX/Home/HomeWardrobeEquipEmote,
cyberracer_emoji_basic_02,,,,,,,,,,,,TID_cyberracer_emoji_basic_02,,,,TRUE,sc/ui.sc#cyberracer_emoji_basic_02,,,Emote,Emote,,cyberracer_emoji_basic_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,soundbanks/Mobile/Home.bank#event:/SFX/Home/HomeWardrobeEquipEmote,
cyberracer_emoji_basic_03,,,,,,,,,,,,TID_cyberracer_emoji_basic_03,,,,TRUE,sc/ui.sc#cyberracer_emoji_basic_03,,,Emote,Emote,,cyberracer_emoji_basic_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,soundbanks/Mobile/Home.bank#event:/SFX/Home/HomeWardrobeEquipEmote,
cyberracer_emoji_basic_04,,,,,,,,,,,,TID_cyberracer_emoji_basic_04,,,,TRUE,sc/ui.sc#cyberracer_emoji_basic_04,,,Emote,Emote,,cyberracer_emoji_basic_04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,soundbanks/Mobile/Home.bank#event:/SFX/Home/HomeWardrobeEquipEmote,
cyberracer_gesture_legendary_01,,,,,,,,,,,,TID_cyberracer_gesture_legendary_01,,,,TRUE,sc/ui.sc#cyberracer_gesture_legendary_01,,,Emote,Gesture,,cyberracer_gesture_legendary_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,soundbanks/Mobile/Home.bank#event:/SFX/Home/HomeWardrobeEquipEmote,
cyberracer_gesture_legendary_02,,,,,,,,,,,,TID_cyberracer_gesture_legendary_02,,,,TRUE,sc/ui.sc#cyberracer_gesture_legendary_02,,,Emote,Gesture,,cyberracer_gesture_legendary_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,soundbanks/Mobile/Home.bank#event:/SFX/Home/HomeWardrobeEquipEmote,
cyberracer_gesture_epic_01,,,,,,,,,,,,TID_cyberracer_gesture_epic_01,,,,TRUE,sc/ui.sc#cyberracer_gesture_epic_01,,,Emote,Gesture,,cyberracer_gesture_epic_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,soundbanks/Mobile/Home.bank#event:/SFX/Home/HomeWardrobeEquipEmote,
cyberracer_gesture_epic_02,,,,,,,,,,,,TID_cyberracer_gesture_epic_02,,,,TRUE,sc/ui.sc#cyberracer_gesture_epic_02,,,Emote,Gesture,,cyberracer_gesture_epic_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,soundbanks/Mobile/Home.bank#event:/SFX/Home/HomeWardrobeEquipEmote,
streetdemon_mount_epic_01_a,,,,,,,,,,,,TID_streetdemon_mount_epic_01_a,,,,TRUE,sc/ui.sc#icon_ride_01,,,Mount,,streetdemon_mount_epic_01_a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,soundbanks/Mobile/Home.bank#event:/SFX/Home/HomeWardrobeEquipMountChimera,
streetdemon_mount_epic_01_b,,,,,,,,,,,,TID_streetdemon_mount_epic_01_b,,,,TRUE,sc/ui.sc#icon_ride_01,,,Mount,,streetdemon_mount_epic_01_b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,soundbanks/Mobile/Home.bank#event:/SFX/Home/HomeWardrobeEquipMountChimera,
streetdemon_mount_legendary_01_a,,,,,,,,,,,,TID_streetdemon_mount_legendary_01_a,,,,TRUE,sc/ui.sc#icon_ride_01,,,Mount,,streetdemon_mount_legendary_01_a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,soundbanks/Mobile/Home.bank#event:/SFX/Home/HomeWardrobeEquipMountScreechum,
streetdemon_mount_legendary_01_b,,,,,,,,,,,,TID_streetdemon_mount_legendary_01_b,,,,TRUE,sc/ui.sc#icon_ride_01,,,Mount,,streetdemon_mount_legendary_01_b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,soundbanks/Mobile/Home.bank#event:/SFX/Home/HomeWardrobeEquipMountScreechum,
streetdemon_emoji_basic_01,,,,,,,,,,,,TID_streetdemon_emoji_basic_01,,,,TRUE,sc/ui.sc#streetdemon_emoji_basic_01,,,Emote,Emote,,streetdemon_emoji_basic_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,soundbanks/Mobile/Home.bank#event:/SFX/Home/HomeWardrobeEquipEmote,
streetdemon_emoji_basic_02,,,,,,,,,,,,TID_streetdemon_emoji_basic_02,,,,TRUE,sc/ui.sc#streetdemon_emoji_basic_02,,,Emote,Emote,,streetdemon_emoji_basic_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,soundbanks/Mobile/Home.bank#event:/SFX/Home/HomeWardrobeEquipEmote,
streetdemon_emoji_basic_03,,,,,,,,,,,,TID_streetdemon_emoji_basic_03,,,,TRUE,sc/ui.sc#streetdemon_emoji_basic_03,,,Emote,Emote,,streetdemon_emoji_basic_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,soundbanks/Mobile/Home.bank#event:/SFX/Home/HomeWardrobeEquipEmote,
streetdemon_emoji_basic_04,,,,,,,,,,,,TID_streetdemon_emoji_basic_04,,,,TRUE,sc/ui.sc#streetdemon_emoji_basic_04,,,Emote,Emote,,streetdemon_emoji_basic_04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,soundbanks/Mobile/Home.bank#event:/SFX/Home/HomeWardrobeEquipEmote,
streetdemon_emoji_basic_05,,,,,,,,,,,,TID_streetdemon_emoji_basic_05,,,,TRUE,sc/ui.sc#streetdemon_emoji_basic_05,,,Emote,Emote,,streetdemon_emoji_basic_05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,soundbanks/Mobile/Home.bank#event:/SFX/Home/HomeWardrobeEquipEmote,
streetdemon_gesture_epic_01,,,,,,,,,,,,TID_streetdemon_gesture_epic_01,,,,TRUE,sc/ui.sc#streetdemon_gesture_epic_01,,,Emote,Gesture,,streetdemon_gesture_epic_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,soundbanks/Mobile/Home.bank#event:/SFX/Home/HomeWardrobeEquipEmote,
feudalferal_mount_epic_01_a,,,,,,,,,,,,TID_feudalferal_mount_epic_01_a,,,,TRUE,sc/ui.sc#icon_ride_01,,,Mount,,feudalferal_mount_epic_01_a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,soundbanks/Mobile/Home.bank#event:/SFX/Home/HomeWardrobeEquipMountSteed,
